all Averages:
winloss = 0.5
pts = 22.89453125
yards = 351.107421875
to = 1.587890625
home Averages:
winloss = 0.572265625
pts = 24.05078125
yards = 351.3515625
to = 1.54296875
away Averages:
winloss = 0.427734375
pts = 21.73828125
yards = 350.86328125
to = 1.6328125
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
NYG,0.5589468126033298,28.612715061936463,364.15421406345547,1.4564933301343497,13,3,12,14,0.4272650899624363,19.914791163825583,355.4888928985325,2.5683866926882724,13,5,17,1,0.49059346182654384,23.83849949359754,370.37904569879555,1.5262765513992687,18,6,1,13,0.5114966231877495,22.683596682204417,348.68450584298114,1.524048939644698,19,17,14,23
WAS,0.670152828090768,26.956204506569208,400.5338244644944,1.0118979868740154,7,5,4,6,0.3156384839696231,24.77288203492084,373.70021882253764,1.7613860410197024,7,22,25,12,0.5499835091335359,22.606669941130313,357.383759188571,1.540667471264094,8,19,8,14,0.4524797797140701,21.533622164828362,336.5996244264824,1.5812348269789422,8,4,6,16
DEN,0.669426534375857,25.821927646840507,377.188297913842,1.6981344867369614,8,9,6,20,0.3167668559309914,19.76915776054145,296.78448743462275,1.3623270306793533,8,4,3,21,0.33306755866088766,21.57217861691811,359.07326937427194,1.8166494337565566,32,28,6,31,0.6689936519402608,24.735889719801364,360.9333592972689,1.4079229422482307,32,30,26,28
NE,0.8888668072482059,37.2517421995079,408.1422169466084,0.9247518337238245,1,1,2,4,0.09720000685490882,21.983324153385176,378.38245946481516,2.420980979144345,1,12,28,2,0.5313708979118591,20.805337325430926,342.0702645354643,1.6494914787078785,10,31,26,23,0.47081688889302326,23.06954336170478,357.699375387013,1.471545407261935,10,20,23,26
OAK,0.15511481613075698,17.6026574146843,349.42105300938266,1.9343363993341258,32,29,16,25,0.8314529666417516,29.681719912747198,397.285645231263,1.2890115904331734,32,32,31,25,0.4790631950653691,23.860353141781154,355.9673883470667,1.5461769292803473,24,5,10,15,0.5226710097421818,23.21985818397033,356.3570507815882,1.533808831941319,23,23,22,21
DET,0.33855912001094535,25.385696192193137,405.5378825296816,1.6937540354826006,26,10,3,19,0.6474674046754721,28.00356818927097,374.99973682363895,1.2939245611370884,26,30,27,24,0.5958303931709354,21.90542735233555,343.99983713905914,1.6690709933460515,2,24,23,25,0.4064450697227063,23.007262563299243,361.28147882100274,1.558781980949477,2,18,27,19
KC,0.26052009495069955,15.359385006996973,336.1964180748735,1.665166192767803,30,31,22,18,0.7256015264764328,24.263302625604133,349.5280592059306,0.9314152181476507,30,21,15,31,0.5281316244077779,22.820563482468142,350.7110064823254,1.4696046507677072,12,16,16,7,0.47404874174514894,21.974762749717776,336.74814495937113,1.650942444918083,12,9,7,11
GB,0.6959986105657716,23.54666531359593,349.2435016233478,1.1382265943085386,3,15,17,8,0.2903251950684173,22.011176570053074,362.49342931641877,1.7437923384456653,3,13,19,13,0.48557367037538013,23.431594331357196,356.5382975188344,1.5023303486895498,20,10,9,9,0.5164045115704904,23.368468484751325,349.0650692168249,1.5378403436649932,20,25,15,20
CHI,0.4132266461925316,20.901516859831755,309.9659988174385,1.9583306164144572,20,22,28,26,0.5728789981346711,20.241275555077095,330.447886154595,2.229792530647818,20,9,8,3,0.4743349867560531,21.72774086819765,342.35771670302955,1.427602925933939,25,27,24,6,0.527813969824741,23.065891393081458,363.60271703903004,1.3421984482423284,25,19,28,30
SEA,0.6384544933932089,28.480072914736095,383.3149621664178,0.9254561941924929,9,4,5,5,0.3476740362176225,17.23348157321248,327.8122925916558,2.1882149371262445,9,2,6,4,0.48012277923644364,20.796901030775473,328.81194836869093,1.7320429990572053,22,32,32,28,0.5220506787327843,21.690992187234357,341.10700697318435,1.835196654310003,22,5,9,3
STL,0.6164868245629311,19.835476821065985,338.25635300725,0.9068414343942335,10,24,21,2,0.36975533847830355,19.45007418477521,339.69406912697275,1.4121189502852851,10,3,10,20,0.5801968864096223,24.2346268419821,344.7726913431803,1.4106875351065478,4,4,22,5,0.4218629381292024,20.52176082688278,335.41807267863834,1.8919949873717452,4,2,4,1
CIN,0.49792289543733453,23.753703785583525,355.44766431609764,1.4897473152096468,17,14,15,17,0.4882578154764726,20.268775401745586,323.3867720867683,1.4258064073397025,17,10,5,19,0.41486585778244667,20.92852498840309,334.52973736407887,1.7997764435778074,31,30,29,30,0.5872554188838057,23.355466385951896,353.5135384130728,1.6232742285072594,31,24,20,13
PHI,0.2922780496775388,21.53608730913026,346.94713393728546,1.9172820344876271,28,18,18,24,0.6939439013465414,25.393829696503254,341.42106897234453,0.9557439141363637,28,23,13,30,0.49772222537713817,24.762321978839545,366.0028007704649,1.120638013264652,16,3,2,1,0.5043104245067787,22.393374546161837,358.4922387989102,1.5955081358996657,16,13,24,15
NYJ,0.5294621527689398,18.21742067151406,309.8381314772035,2.1758990732511387,15,28,29,28,0.4563732553241468,22.269201996526704,321.64810094529554,1.7889183009508645,15,14,4,10,0.5029721434982698,21.903089050349394,338.22487536962836,1.518300009602911,14,25,27,10,0.4994470493166405,21.956653033273923,351.4430434488878,1.821509664290232,15,8,17,4
ARI,0.2761307810357858,14.340516437291964,290.1366877009787,2.576242230467975,29,32,32,32,0.710504398513522,26.037859365003456,356.47679505686574,2.056744028627073,29,27,18,5,0.5890582287588293,23.27508492180438,352.1456884712438,1.5217997743002447,3,13,15,11,0.4125611925998599,21.3363927776293,330.1389224950688,1.7841904796106993,3,3,2,6
CLE,0.4236101924263309,18.588449343170062,344.15187932278633,1.4673146782691795,19,27,19,15,0.5626595174837079,20.154450482770073,341.17462413984686,1.5508025022981224,19,8,12,17,0.4149346335803077,21.251289195882798,355.7112443418921,1.9770623888143062,30,29,11,32,0.5870502574176506,24.69827513042398,342.4410597253537,1.3296024391834043,30,29,10,31
SD,0.357843234159436,22.86064780036795,333.0129307671714,1.9696551979984989,23,16,23,27,0.6284750252566965,22.64666213704882,339.83454601909034,1.8260502650081256,23,17,11,8,0.5085170027890561,22.541482203223616,358.5549193379111,1.5829678237025704,13,20,7,17,0.4934667253748708,22.237301326166378,337.08047235847215,1.286393109215672,13,10,8,32
BAL,0.6075413252594146,26.36833822382593,366.671507974098,1.2710519882669908,11,7,11,10,0.3790552058583401,22.62129589608497,374.9171014653458,1.609018064216904,11,16,26,15,0.5022676904299468,21.81270685814778,347.7367925400347,1.7462219527816734,15,26,19,29,0.49943776603235757,22.302922841863378,328.7848413026352,1.3998150072147177,14,11,1,29
IND,0.6751102648179571,21.51570855232329,356.5561058225568,2.2175136250016574,6,19,14,29,0.3112254115203887,25.547971459012956,371.710124404789,0.9634216847618265,6,25,24,29,0.4291812884464513,22.968162501363523,347.5909314704651,1.6334896348870425,29,15,20,21,0.5727850227952623,25.48342397779049,373.22437850882807,1.5009391906391572,29,32,31,25
TEN,0.3184050506562618,20.256871421457735,331.2205302576896,2.5029786599035466,27,23,25,31,0.6679941070799105,28.013253396096182,355.28841287657986,1.1616482328310684,27,31,16,27,0.545599549811333,22.055031062428334,347.03743364832894,1.7269673070689455,9,23,21,27,0.45630328003255416,23.387406264793533,365.67495115355234,1.5312890930585785,9,26,29,22
SF,0.695211985168773,24.783008777469703,344.0911067055881,0.789816947935966,4,12,20,1,0.291230518125164,14.770886841283225,293.8527175370285,1.333658888429722,4,1,2,23,0.49043096402494524,22.468924920236837,331.91302626633785,1.5929847987903267,19,21,31,18,0.5113811335891149,21.927031259853553,353.16043008192617,1.5695896679721864,18,7,19,18
PIT,0.4977175225127278,19.733996773501158,332.50743421868447,2.3913273889278335,18,25,24,30,0.4884332700264894,19.954395385611562,266.72236210134014,0.8003741598278524,18,6,1,32,0.47932676460515544,23.030338887037196,347.74680804347224,1.6856150395696248,23,14,18,26,0.5228244304356866,23.538856110013512,354.5115255835899,1.6872290783376944,24,27,21,9
-----------------------------------------------------------------------------------------------------
ALL GAMES
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
ATL,0.571885845522816,21.156190420378234,347.2206423328074,1.6526226079330661,14,18,18,20,0.4281141544771838,20.784165287147648,370.8996104743743,1.6937450727521892,14,13,24,12,0.44270749207531246,24.2524633568786,371.06090348043637,1.3397895193735045,24,7,3,3,0.557292507924687,24.676257785901836,370.35658921891286,1.573806545610892,24,26,27,16
JAC,0.2538180876877835,18.238214785869708,319.57292463100725,1.7770518262168593,27,28,26,23,0.7461819123122163,28.5526438014658,387.2044246407647,1.8473189521007116,27,28,29,8,0.593093977924139,20.525923653010867,327.4653856271576,1.6860266349610142,8,30,31,23,0.40690602207586046,22.00714420688539,331.96436534197045,1.5568899193696333,8,15,6,17
TB,0.18111065658784542,24.030131024931325,363.3437265657593,1.0484425759889668,30,14,12,10,0.8188893434121544,25.444735687371075,366.4181655375242,1.1254127489250503,30,23,22,26,0.3916489357675468,22.585283284081356,359.29110617363955,1.9025385744717425,25,17,11,29,0.6083510642324526,24.23588002356396,329.4687512112502,1.2189115911236772,25,23,5,30
DAL,0.5928691856747624,27.898248616488935,377.5757536901522,1.4151954345692772,12,4,7,15,0.40713081432523746,27.47867193046123,375.185432288538,1.1013259392071078,12,27,27,27,0.3724346974410051,21.155912592533188,347.07434616413394,1.5538194016346676,28,29,20,15,0.6275653025589942,21.742106744308778,333.9627627270225,1.3953329539700219,28,12,7,28
BUF,0.4721322030702063,19.735625239583257,296.6395323029631,1.6913577994515883,17,24,29,22,0.5278677969297936,20.664324032965588,295.638461351084,1.6645022515307875,17,12,5,15,0.6157776177084425,22.493068154545128,349.9642808781907,1.393561111982717,5,19,19,7,0.384222382291557,23.33293707464635,375.3730406522833,1.6050073619819192,5,21,31,14
MIA,0.4045506372849127,18.395551450473125,290.6688020472182,1.2935925541944908,22,27,30,12,0.5954493627150871,19.147822894042992,315.29248165343955,0.820381921766532,22,8,8,29,0.6643951827715688,27.282066243633675,365.5848116355414,1.1991879686947196,3,1,4,1,0.3356048172284307,20.666718205974835,340.80766729015147,1.7272684880195295,3,4,11,9
MIN,0.4740591798643877,20.287637531658177,309.2994099517035,1.360599307025337,16,21,28,14,0.5259408201356122,22.754519523602983,411.05306635829703,1.5228879871803689,16,18,31,19,0.491643522554124,22.082629120633545,331.24365902732103,1.5627467809567261,17,20,29,16,0.5083564774458753,21.940404312624405,348.4138148436734,1.9095120681095314,17,14,16,2
NO,0.40660669771197233,27.18123718649168,428.837262753177,2.697417789132951,21,5,1,29,0.5933933022880273,30.732219653023463,372.95090735665315,1.8002903827033574,21,31,25,9,0.6253236884295866,24.764198118225362,364.6972226542175,1.4071878090242136,4,5,5,8,0.37467631157041287,20.32067351681811,335.9018652783225,1.7038613902964548,4,2,9,10
HOU,0.7668355286280997,23.176554062677187,364.33148281500394,0.7082046845221327,5,15,10,3,0.23316447137190016,21.984331527101478,388.2146384789109,2.271500989869112,5,17,30,5,0.5951270033277513,27.200584223294335,353.4825101245342,1.6415108548464388,7,2,15,21,0.40487299667224824,24.17423860167701,372.7027824931144,1.9065859240026497,7,22,29,3
CAR,0.4815867164198563,25.391040087308863,395.270866820885,0.532012490799743,15,10,6,1,0.5184132835801436,25.278558094977868,351.2354554743559,1.3272928186685158,15,22,14,22,0.4777037711398262,21.276216913068303,350.1771586361584,1.6891803005041832,19,28,18,25,0.5222962288601732,21.71339120425759,346.3997059103113,1.5529861916646956,19,11,14,18
NYG,0.6390778307359992,31.82206658433348,364.510605525467,1.2489529521415141,9,3,9,11,0.36092216926400056,19.314329711720553,362.327987510075,2.5900157597163993,9,9,19,2,0.5439965121773619,24.944117036458977,379.6173203680058,1.5953446381648888,13,4,1,19,0.4560034878226375,23.084414718002364,351.42742985233747,1.675690468596106,13,20,18,11
WAS,0.7944838860337067,26.99474325274503,395.9207806677948,0.8180779396814913,4,6,5,6,0.20551611396629318,21.599508988757336,361.85607203156815,1.6992775758750969,4,15,18,10,0.4968950867831748,24.27794898524204,362.20381095547015,1.4936851023993192,16,6,8,13,0.5031049132168246,22.16675645707043,345.8319958173137,1.657961355916417,16,17,13,12
DEN,0.7321219097675411,24.511009008931048,363.67275587208013,1.5214232706794544,7,12,11,17,0.2678780902324585,18.548484896814653,290.7047255480311,1.6866221725299226,7,5,4,13,0.2748536858052731,21.422023597783944,362.5276401927755,1.5920228958751885,32,27,6,18,0.7251463141947263,25.943680402864338,373.8106040614301,1.4152285412966576,32,31,30,27
NE,1.0704522395402125,40.47850083028186,402.6148981864162,0.7884529911146072,1,1,4,4,-0.07045223954021276,19.5273361589639,363.31573254283524,2.3795624605490104,1,10,20,3,0.6136801399471064,21.71673901595328,346.29390426580466,1.4941091559491764,6,24,22,14,0.38631986005289315,21.6281381718752,357.6749422840145,1.5945782986528636,6,9,20,15
OAK,0.16804167796365815,18.092642508637184,369.42985382498637,1.6866720805780255,31,29,8,21,0.8319583220363418,28.995989443100186,421.79809326292184,1.2334172837665835,31,30,32,24,0.5924749040160803,23.74545581977542,351.308822409635,1.46042208464994,9,9,16,11,0.4075250959839191,21.25082413543458,336.93572435736564,1.7739547737411168,9,7,10,7
DET,0.2838991539806009,25.468140114524154,407.3578237562532,1.82134534588685,26,9,3,25,0.7161008460193988,28.783793905137394,366.64351286497913,1.5759638493016714,26,29,23,17,0.6671941993845294,22.831257139755696,356.5353278108916,1.4517538190537116,2,16,12,10,0.3328058006154701,22.91866152053233,364.78751946969646,1.4880672414003306,2,19,26,22
KC,0.2105014618156068,14.278607278923353,332.35955473605753,0.9837286890558856,29,30,22,8,0.789498538184393,25.61808419562188,356.474448947461,0.5817671852477672,29,24,16,31,0.4873147876032405,21.946169566399426,353.60570773363315,1.4925899242585008,18,22,14,12,0.5126852123967589,21.673538152346122,328.89121775546903,1.8491007182722925,18,10,4,5
GB,0.6951969914404614,21.345617548957467,329.56430525278955,1.0458830666749792,8,17,23,9,0.30480300855953846,21.118347076073402,359.07041787265774,1.6959864845664305,8,14,17,11,0.3770705939017526,23.0724717040185,362.45388850475047,1.6867869607659118,27,13,7,24,0.6229294060982469,25.419573312523646,363.5865392491185,1.6380306075461228,27,30,25,13
CHI,0.28620954571321444,18.895952234185692,327.0043471336521,1.8726209290878115,25,26,24,26,0.7137904542867852,20.607868754246343,326.1723481909178,1.9218953809621433,25,11,9,7,0.4759169052319771,21.817775842832845,342.1276172742079,1.3771060479864135,20,23,25,5,0.5240830947680225,22.563967274023724,361.519350021934,1.3546081714785185,20,18,21,29
SEA,0.6031846513727813,33.92854462285102,423.13739373733466,0.7062390470541046,10,2,2,2,0.3968153486272188,17.293731695546814,339.34310183928153,2.6293276259866265,10,3,11,1,0.36264766734381104,18.278243472891305,297.9922199044005,2.1413607413169298,29,32,32,32,0.6373523326561883,22.088377522535442,335.67794253408624,1.8964371794760613,29,16,8,4
STL,0.7991570321266329,20.905166224449545,356.72525453306,0.8235055413176735,3,19,14,7,0.20084296787336686,18.494971551402195,349.8768066642606,1.6802097133056182,3,4,13,14,0.5757905695417422,22.539139207772642,327.60917794530246,1.3839960889565703,10,18,30,6,0.4242094304582572,19.912107333225848,313.7473464326241,1.8346922402157069,10,1,1,6
CIN,0.41611019089013584,20.552755732511706,340.65317983719353,1.4330170351209701,20,20,21,16,0.5838898091098639,16.248481443123058,288.83762921015796,1.438362980404197,20,2,3,21,0.35144915329865767,22.918186710398956,355.4201192942129,1.8394490191265447,31,14,13,28,0.648550846701342,26.06975391646376,361.68561390537434,1.4644174531906837,31,32,23,25
PHI,0.21531725429746854,20.143490993032863,348.211256911586,1.8185204692295558,28,23,17,24,0.784682745702531,26.6509406522118,339.16493479745,0.4971436649053575,28,26,10,32,0.3889784478251724,25.02358323270366,372.93322870999503,1.2794491773607284,26,3,2,2,0.6110215521748272,24.855520618555737,361.6671517310686,1.4804537620525564,26,29,22,23
NYJ,0.5965020888029329,13.918123882379133,281.9300704907827,2.217928183694633,11,31,31,27,0.4034979111970671,18.602853274029435,302.719448780612,1.6552965700239708,11,6,6,16,0.4507901253787525,23.508377613014474,343.802879688134,1.5972666550311958,22,11,24,20,0.5492098746212468,24.82950483907935,371.0759370167749,2.0605954944108817,22,28,28,1
ARI,0.09580602895070657,10.420411867053314,229.4769383632374,3.794704414335892,32,32,32,32,0.9041939710492931,30.77226359275292,364.8852014786054,2.3524892035186555,32,32,21,4,0.5561479355357363,23.33663267390519,361.9936828608678,1.4514730976486754,12,12,9,9,0.44385206446426334,21.555337534174523,346.91554274362016,1.447386136117899,12,8,15,26
CLE,0.5881903431905775,20.144086264390086,343.96516803204895,1.5676113543637706,13,22,19,18,0.41180965680942244,18.95292907040137,346.1818935969577,1.9931218666290005,13,7,12,6,0.3614506784221397,19.09400095109306,336.8833915763585,1.6663365965517944,30,31,27,22,0.6385493215778599,24.759626771928396,350.84606348432186,0.9933736170043245,30,27,17,32
SD,0.44157316659144985,24.957417966224387,342.3132064256656,1.3585989145345834,19,11,20,13,0.5584268334085501,21.81349266438805,352.13085128501973,1.5053645636709478,19,16,15,20,0.5658394436849375,23.512604781348216,350.42410061282106,1.9106398158722757,11,10,17,31,0.43416055631506195,20.663044631279114,314.88332870468207,1.5012408552076348,11,3,2,19
BAL,0.46142056720332714,25.807304547216475,363.12670955234563,1.6260850374065057,18,8,13,19,0.5385794327966724,23.73685664646592,373.51377828969737,1.5346230681015895,18,20,26,18,0.5087377216671567,21.54653310973575,346.8237348614723,1.772801426326403,15,26,21,26,0.4912622783328428,21.051334183893978,321.69858630389444,1.192488917883902,15,6,3,31
IND,0.8114435384545335,24.27545222113251,354.93106130414935,2.3517946799418166,2,13,15,28,0.18855646154546632,25.864578155408797,380.7955380419919,0.8779944192203941,2,25,28,28,0.4519244849758487,22.914510573088716,344.6120361587923,1.910361177665086,21,15,23,30,0.5480755150241508,24.67352605434952,362.5162265798969,1.4978464340174975,21,25,24,20
TEN,0.3627709678758758,19.093877033833497,310.1496650280523,2.744045000048611,24,25,27,30,0.6372290321241241,24.40892547302159,312.490505606885,1.2309175612595409,24,21,7,25,0.6804975170217977,23.805462288189688,359.883150501531,1.7931916232051477,1,8,10,27,0.3195024829782017,24.385662603192873,387.4338146094641,1.4890732553310289,1,24,32,21
SF,0.7548268107464958,26.096615776143995,348.9502438479966,0.792507880812589,6,7,16,5,0.24517318925350404,15.725404544066588,284.2782902930798,1.3191767492765605,6,1,2,23,0.5355529741161449,21.615654794017697,332.31165454552104,1.3617593430335095,14,25,28,4,0.4644470258838545,20.77582061081506,345.3194924302163,1.4676307211937278,14,5,12,24
PIT,0.368257924053435,21.376029211219805,323.69418288644033,2.839485361530434,23,16,25,31,0.6317420759465648,23.49582178440373,275.7856975466813,0.7845020506049516,23,19,1,30,0.4471399543745289,21.977767764325264,340.2389537774934,1.5885129606770427,23,21,26,17,0.5528600456254706,21.79437143396258,354.09700407568687,1.7301474882455765,23,13,19,8
-----------------------------------------------------------------------------------------------------
HOME GAMES ONLY
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
ATL,0.89609427899986,23.70145297984336,330.97662200651746,2.35787291247134,2,15,22,30,0.08942980955813098,19.083805696674776,354.66304593596226,2.773856585908822,2,7,17,3,0.42676019947470156,21.093392613291186,350.3222714300251,1.436112063007973,22,26,17,7,0.5759703128753043,23.635676266991798,364.9624026904487,1.3209396679873118,22,16,29,27
JAC,0.2782278789077211,13.063278206357278,285.38428436842713,1.735505570610118,29,32,32,23,0.7085718331730451,24.156193551678292,375.7850073912356,1.5142483224520291,29,25,24,19,0.5124053612778023,21.72878185216925,327.52656525216497,1.72995842996434,9,22,30,24,0.48904952754942843,23.608913359411996,353.5183087102166,1.7748584326031376,9,15,17,6
TB,0.19252688513198696,25.33635416773547,350.34378248290284,0.6551480165914076,31,12,14,3,0.7938176670523885,23.95134489024498,376.6297314783395,1.5446757293454232,31,23,25,17,0.4041872531417993,22.12789849759293,366.44255884325327,1.5007495889798461,25,17,5,13,0.5977227955818224,22.726577909625448,343.7365899276218,1.25306139863141,25,9,7,32
DAL,0.3934333018920707,27.480038392260276,395.577898620915,2.0635787404847012,22,8,4,25,0.593773784572987,31.46594264565053,370.666814651346,1.0567964561420202,22,32,23,26,0.3522245472543471,20.375057118488705,350.86889416849215,1.7493450284816672,32,30,16,26,0.6491458657318692,23.37082321020569,351.03357439248754,1.5696434076083867,32,12,14,19
BUF,0.4067338365020392,23.48277158788937,314.78277867182953,1.676115189342998,21,17,28,20,0.5792338817554401,21.463277598899126,312.7829139855822,2.0175060878522295,21,17,7,9,0.4328718734652822,22.3884577242967,346.1393250083041,1.3139663119038707,18,14,23,4,0.5694150091852357,23.66566018605147,367.4729897440302,1.7332319904951272,18,17,31,9
MIA,0.43089007147364977,18.33174301371437,317.288175723664,1.028077959476145,18,25,27,8,0.556117873108356,20.309837060574242,332.98496754124244,0.9982743791828559,18,10,9,28,0.4825285973658917,25.250064686208013,361.03863967011324,1.4449637049812416,14,3,9,8,0.5190409575033761,22.521689279163496,352.2957647028282,2.00107311384431,14,7,15,3
MIN,0.7141997865051173,21.79115721870695,318.7356062914819,1.1290829734392138,10,18,26,9,0.2724142647860992,19.756144073414568,401.89365741636044,1.5757250942560188,10,9,30,16,0.42768725170830946,22.980200141072732,329.9956568483406,1.7497058513618318,21,12,28,27,0.5737251727093189,25.072829310681975,354.97787620237875,1.8498580308787194,21,31,22,5
NO,0.7114178605809229,31.8858990067779,403.1062818053531,1.455246092010177,11,4,3,16,0.2746079590434376,24.531050409599374,419.4012891734266,2.0357112633379493,11,26,32,7,0.6598724864716928,23.706693429283046,351.41845971171506,1.2724835074303833,1,7,15,2,0.34235629481194385,18.592304662033758,316.3361158925073,1.7363197914132902,1,1,1,8
