all Averages:
winloss = 0.5
pts = 23.0546875
yards = 347.123046875
to = 1.546875
home Averages:
winloss = 0.591796875
pts = 24.90625
yards = 356.44140625
to = 1.453125
away Averages:
winloss = 0.408203125
pts = 21.203125
yards = 337.8046875
to = 1.640625
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
SEA,0.8564785883230357,28.759217942738218,366.32671659427683,1.083256693035287,2,3,9,7,0.12638174966991755,16.21185312556883,291.80954488473134,2.0461353759873098,2,3,1,3,0.4549031532256015,21.922025666756845,335.819768979366,1.4469813055069922,24,27,29,7,0.5473768713831424,23.961859705330962,351.73015656868495,1.3703475762389523,24,26,23,30
ARI,0.47072935714666114,23.35966672441978,331.5940047157773,2.1208439545238846,16,14,22,28,0.5117709682076148,23.488908986206386,309.0153021641737,1.68603803548546,16,16,5,11,0.3953373168157522,19.968702327635807,341.795703421947,1.463515376928976,32,32,23,8,0.6072425265509411,24.070536420824023,358.89330192341106,1.3735334993278125,32,27,28,29
SF,0.7159435623675423,24.6727146966477,301.4358999451377,1.0517871593519554,4,10,30,6,0.2665444443427756,13.740463949164859,299.15491042089195,1.9982035127372664,4,1,2,5,0.545029914484031,24.508221346581667,353.84468769123947,1.4107800617478634,7,6,6,5,0.45756224752662034,22.889013349900207,350.0630325934944,1.7606912293481034,8,17,21,3
MIA,0.5025178684708782,20.91887916986905,334.4016298605605,1.6085522721799752,14,24,19,18,0.48026883415924043,19.70363194353031,326.51558642168163,1.8124059846052878,14,5,9,9,0.5381913097603439,22.160632958607117,344.2919621450542,1.4140504661789084,9,22,19,6,0.4641021563305068,21.931320255230098,343.83995503237054,1.3744027320246366,9,5,13,28
CIN,0.6836395899450252,26.327640190706894,352.5181008051016,2.1604263834791055,7,6,14,29,0.2986023937561472,17.97077928972763,314.3828893460965,2.2695954913687584,7,4,7,1,0.4621114412497923,21.797171729955558,339.3832897126409,1.6195166091809459,23,29,24,22,0.5407869376507324,22.780153965919226,339.89640087565425,1.3581209042621807,23,13,7,31
DAL,0.6380009705731905,26.939169266563052,326.26861354182404,0.8228129093296557,8,5,24,1,0.34446549244657426,24.56746334777519,409.58083895078835,1.755942535560205,8,21,32,10,0.5066766892693746,24.35225417816875,352.9652200521425,1.610892145934165,20,9,9,20,0.4959370164318301,22.60585059845912,344.312908447698,1.7545212449710048,20,12,15,4
PIT,0.5690946258040571,24.69443719776907,348.91120326879764,1.160894825935844,11,9,15,11,0.41354551086945357,23.48551070147537,358.31110637156144,1.5302082118096882,11,15,19,17,0.5582055237850729,21.90486980512866,334.4985004805459,1.551540801303882,3,28,30,16,0.44423450826238575,22.298809397655035,337.51713206873393,1.5161339239093472,3,6,3,17
SD,0.43346868920056786,22.891133838865194,386.6585116907145,1.1042025183353585,19,16,5,10,0.5488669632079729,23.465546611033176,361.23233913201875,1.1539541905527742,19,14,20,25,0.5171548584682168,22.908623162495722,353.2620462871222,1.6755152829508577,14,14,8,26,0.48564985172493963,22.86654429548951,345.3773588219302,1.6083811314067837,14,16,16,12
CLE,0.28302011334478827,21.02663971035237,353.07568807966277,2.31543838740201,29,23,13,30,0.6991462001864657,27.448286063772045,302.3222206178797,1.0525882315528479,29,29,4,28,0.5680386513657643,23.30206549984832,351.81300041506626,1.5766547736280723,2,12,10,18,0.4349353977046788,21.67137776195019,335.93685422377797,1.549793986359215,2,1,2,15
KC,0.5214807759978163,22.53844852560887,333.5633241129618,0.9354418563857357,13,17,21,3,0.4614607886336469,20.109483805045713,377.19012946765486,1.5479940610647969,13,7,26,16,0.5291652645163656,25.771393102435738,376.69823159628095,1.798183311887465,10,1,1,32,0.47297333957314047,23.88710125956585,352.99439888146804,1.6497998786997612,10,24,24,11
BUF,0.25509213501643035,21.195179360522005,333.9172105890709,1.7005772532142234,30,21,20,24,0.7280522242340661,26.48925821579531,351.2969440124797,1.3327079398633686,30,26,15,21,0.48213707821484697,22.381275070877063,338.88852503462334,1.6814954427727282,22,18,25,27,0.5200468465984968,23.492473174777466,343.48144766477753,1.4847316205503132,22,20,11,20
STL,0.4853863672112826,24.478824145773352,335.4076130232261,0.8524484715625218,15,12,18,2,0.4976013144413897,19.840243073228976,361.82738714526715,2.1976245714874114,15,6,21,2,0.5562381757864792,24.754207220012766,338.41532527766896,1.3818807519780723,4,5,27,3,0.4459145051625457,22.81002509476374,349.0761725212283,1.900608361670215,4,15,19,1
NE,0.7056774009332966,29.987640632813864,401.3980640164972,1.6642598015526637,5,2,3,20,0.2773349047221592,24.246409378513505,368.39185115259295,1.968285603844936,5,20,24,8,0.49377261293456925,23.271384443224846,350.03371741219473,1.5829653421665504,21,13,12,19,0.508355444011672,22.546884269901867,346.07769142672134,1.4072259963552343,21,10,18,25
HOU,0.09256749445613466,20.251496992740943,342.5172267201882,1.3900937257063424,32,26,16,14,0.889496620707648,27.219925139961724,351.67989147301535,1.0726062913117196,32,28,16,27,0.5102691956076063,22.22433636365256,329.37148882076264,1.50244250737968,18,21,32,11,0.49280705183030826,21.73772614828539,334.327377743155,1.6549604571129133,18,2,1,10
-----------------------------------------------------------------------------------------------------
ALL GAMES
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
OAK,0.16167689606975127,19.484762061978223,306.9567889428564,1.755134998270317,30,25,26,22,0.8383231039302483,28.271803155255704,388.5228822931263,1.383260450877375,30,29,25,19,0.4244485012710508,21.7555754088659,327.83387767265947,1.3895600552037939,29,28,29,7,0.5755514987289487,25.29036845206592,367.806112801258,1.4887407697659116,29,29,30,15
DEN,0.7565244648398908,33.64468217935372,423.0223174923306,2.4375678636454547,4,1,3,28,0.24347553516010906,25.05556665783881,381.5062047410229,1.8672282851190138,4,17,21,9,0.5174718840584652,24.52697801353339,359.6609328527824,1.3496884853348226,13,6,7,5,0.4825281159415343,23.1521755053548,382.1976374179512,1.4472840131424363,13,14,32,19
CAR,0.982985628366014,23.28095426992117,328.94702884592755,0.8246917234258169,1,14,22,3,0.017014371633985795,10.434975743569433,296.221972181048,2.15560926280326,1,1,6,4,0.5186453659807786,24.792599715115834,326.2150956380492,1.3285587568971842,12,4,32,3,0.48135463401922085,23.79539243879713,360.21926633070615,2.009529853477416,12,17,24,1
ATL,0.4062169062797368,23.70315257908393,386.837127079919,1.6248701775283871,21,13,8,20,0.593783093720263,28.304344865146668,397.16700989419417,1.0697403889212178,21,30,28,26,0.5597208355031007,23.844539890884526,346.4986465649852,1.3667220607451713,4,10,16,6,0.44027916449689875,21.900166121395426,323.4535160627293,1.5916476764090057,4,8,5,10
MIN,0.4925375669708233,23.134978683066258,392.49796742834536,1.8698905878025411,20,16,7,25,0.5074624330291765,27.427973962013425,399.919892150826,0.5712897479349437,20,27,29,32,0.460094958744583,23.40421965516272,376.43875501238523,1.5404877798984389,23,13,2,19,0.5399050412554166,24.14684990651943,352.4610631457033,1.27700675630442,23,20,18,28
CHI,0.2889764812217563,21.970828626782204,398.78236591306876,1.4441365409693832,25,18,5,17,0.7110235187782435,25.779220155757233,389.92950206251214,0.9081545193895502,25,20,26,28,0.49480021687418285,24.81579373196586,364.79611097892916,1.7684161013951485,18,3,3,28,0.5051997831258166,24.068760263354555,356.4111280455552,1.3295696981180456,18,19,22,25
WAS,0.11447180210932945,19.94746296007586,338.3138786121361,1.1639548535799606,31,23,20,13,0.8855281978906704,26.915173062333423,353.5824601907032,1.2117151970980946,31,24,14,23,0.4730985410977163,23.6798797363976,327.2603230562027,1.459660106812795,21,11,30,13,0.5269014589022831,21.301063691327236,353.5637969827432,1.681630977496121,21,4,19,6
BAL,0.7065220866003601,19.69982610845024,305.90797967443706,1.3717408457423805,7,24,27,15,0.29347791339963986,16.83382235191835,298.89078817378027,1.2397262143039385,7,5,7,22,0.5492720087797437,23.13394617103119,355.86423402440187,1.5254387721446465,6,15,10,17,0.45072799122025575,23.59180548349438,341.77580113852486,1.3515605528117118,6,15,13,24
GB,0.1947289050004253,16.20579077403807,342.4396425604141,2.1658917660479373,29,31,18,26,0.8052710949995746,29.139032260509985,416.1297992074557,1.1934536332467212,29,31,31,24,0.44079759682168407,23.628368875196777,363.28513057653214,2.1255080519395952,28,12,4,32,0.5592024031783155,25.604711161624284,340.9749127717582,1.1227470746566763,28,30,10,31
DET,0.5249596623067444,27.4079040986169,445.54272745586326,3.3005958426745954,16,5,1,32,0.4750403376932555,22.03173084063076,257.9785608626304,1.3514426268407465,16,12,1,20,0.4788943616284093,22.755231089515192,357.63829114507615,1.3956734435707197,20,19,8,9,0.5211056383715902,24.53643423694472,364.0485068454529,1.4645557237574605,20,22,28,17
NYG,0.4949111733189948,18.781747126852665,276.8705056484996,1.5730061238543087,19,28,31,19,0.5050888266810052,20.520526785869148,327.57781880326075,1.7424394915120274,19,10,11,12,0.3185565327458046,21.266610140330158,336.4107035137728,1.438956116779567,32,30,25,11,0.6814434672541949,26.647478396661857,381.5938313166073,1.453284892231284,32,32,31,18
NO,0.6400887586174069,21.54113438502187,345.6638549460192,0.9374124253046724,9,22,17,5,0.35991124138259306,21.13488560863438,345.532019274107,0.7831705163883316,9,11,13,30,0.551281469664548,24.730119722163888,335.6102780493061,1.4927003464785666,5,5,26,16,0.4487185303354515,22.351467981885776,354.311761719982,1.7378025251396814,5,11,21,5
TB,0.5797457159888404,21.793630706159522,281.7116250298585,0.9959656224774033,13,19,30,9,0.42025428401115933,25.17977989918431,382.1440428976896,2.6246390178229877,13,18,22,2,0.6159208058093977,22.90859116144074,343.5611210759811,1.4832304502852742,1,17,19,15,0.3840791941906018,20.785128998760214,341.63949391570895,1.491778838149026,1,2,12,14
PHI,0.8192732274560977,25.038409181107703,396.5890781410783,0.6304234527150556,3,9,6,1,0.18072677254390218,18.74358363573547,394.7388411239006,2.0177312972942962,3,7,27,5,0.4961716379523558,23.245578966073886,351.32429353088276,1.6916224682119807,17,14,14,26,0.5038283620476437,23.096650281939798,323.2300043408398,1.580830547800426,17,13,4,11
JAC,0.5120740200298536,18.402497090465292,329.89515972075594,1.3762866789968573,18,29,21,16,0.48792597997014614,25.38193070655864,365.6170172198488,1.539216503236521,18,19,17,16,0.40577836250820287,22.372624683677994,353.26516932357896,1.7630476624671894,30,24,12,27,0.5942216374917966,24.664786423660335,320.9151191827769,1.3777314262254503,30,24,2,23
NYJ,0.20676696090783733,12.625365463634747,264.01378531399405,2.5305997804469906,27,32,32,30,0.7932330390921624,26.873063025669232,382.3675217764928,0.8973473803461902,27,23,23,29,0.5030006622205326,22.283126607740083,334.8587664601249,1.5345109594367077,15,25,27,18,0.496999337779467,20.89926791314141,331.31307561002524,1.5595808066826968,15,3,7,12
IND,0.5948263094159055,19.35983288423657,321.29536951661476,1.0667253297170323,12,26,25,12,0.40517369058409436,26.290652064705764,366.9541817131588,1.6174293112521867,12,22,18,13,0.4554693046084492,22.709016805178955,356.47021899559803,1.6902160198462521,25,20,9,25,0.5445306953915503,24.5502117240063,329.2753297343626,1.6769832393932507,25,23,6,7
TEN,0.2889474600207802,17.641331030743068,345.6733725960969,2.270394830079387,26,30,16,27,0.7110525399792196,26.09691083480929,323.5833803246385,1.4662185514166044,26,21,10,17,0.4622232793404268,20.496693764646093,338.86231627848963,1.4175699189152997,22,31,23,10,0.5377767206595727,26.50311176969868,360.90631863272927,1.426500516934779,22,31,25,20
SEA,0.9183263043813836,30.590846024766467,381.18741021118956,1.0563106912655127,2,3,9,11,0.08167369561861615,14.365654624287284,272.08742022186277,1.929617731559653,2,3,3,7,0.44603762147319115,22.868979505545006,342.84524016795524,1.4489207175443792,27,18,21,12,0.5539623785268084,24.665247380375202,348.89135500220243,1.1174077265528766,27,25,17,32
ARI,0.6252367502205554,25.997252409009665,339.9439897045249,1.7917153420963288,10,7,19,24,0.3747632497794445,19.849711565587565,271.4247648031532,1.5885358299121373,10,9,2,14,0.537467977610265,22.456942767048726,363.1417206140302,1.2434316795269762,8,22,5,2,0.46253202238973434,23.65755386178288,367.17304796232816,1.4880283536294483,8,16,29,16
SF,0.7376198067169025,26.024256663404202,298.2015320771547,0.7452468118829794,5,6,29,2,0.26238019328309736,10.870670658406564,281.6711187271063,1.8658326519822652,5,2,4,10,0.5147144073854095,25.436761090823868,362.0744557067418,1.3412605089435072,14,2,6,4,0.4852855926145899,21.321058714870784,344.7211032077222,1.926654153175777,14,5,16,3
MIA,0.5397930341224133,21.69276568154853,355.5872800203397,1.4600526049217053,15,20,14,18,0.46020696587758664,18.26997010958452,316.6756730603799,1.9371560904957321,15,6,9,6,0.49087931801572526,20.33289160045465,326.3502128599852,1.4709264113459404,19,32,31,14,0.5091206819842742,21.437383332922668,344.4769395331205,1.3083126268841823,19,6,14,27
CIN,0.6688424308632754,24.770356453616046,350.69573437588423,2.4453855405363396,8,11,15,29,0.3311575691367243,16.45211282461254,300.5232433223287,2.752634649475831,8,4,8,1,0.4470091307493805,23.02083989309452,355.2262094027288,1.390651626654772,26,16,11,8,0.552990869250619,23.840661928934313,344.5022880767905,1.24681145816645,26,18,15,30
DAL,0.6209748487372715,24.391081926262842,301.8342465777191,1.0099648970635848,11,12,28,10,0.37902515126272845,27.289557543580166,411.15477712488416,1.7585009504971219,11,26,30,11,0.4033617406893413,22.443632257076665,344.91178889409395,1.5900059455339335,31,23,18,23,0.5966382593106583,24.986361545043522,362.1524595882384,1.4150106718066615,31,28,27,21
PIT,0.5460412404732529,25.549804202831865,370.7964529750416,0.8399654965041203,14,8,11,4,0.4539587595267468,22.581846702904862,358.160339307892,1.4183194900357894,14,14,16,18,0.5199336352232198,21.756995924202013,342.99577224798134,1.8166671921378754,11,27,20,30,0.4800663647767797,22.413994360341427,315.25783186176255,1.3247216113104667,11,12,1,26
SD,0.36254094614546345,23.01103538212232,403.44158364096074,0.9603260387486914,23,17,4,6,0.6374590538545364,22.432154812577483,378.70928949555116,1.1064048741068198,23,13,20,25,0.528441114032834,24.307326182627975,341.684713789117,1.900504762332758,10,9,22,31,0.4715588859671655,21.620913095568685,341.4845286942674,1.954928435710287,10,7,11,2
CLE,0.20580078021336276,21.573431432326515,372.14360496583333,2.6522721551966555,28,21,10,31,0.7941992197866372,30.27304219652777,295.5772965909143,0.9421634923640069,28,32,5,27,0.5419015473525458,21.81153787587875,351.54060034024553,1.564092988687924,7,26,13,20,0.4580984526474536,21.97932608126552,339.1609303139862,1.5944470467615743,7,9,9,9
KC,0.37206687030150304,24.792679098066834,360.75464887853207,1.1649461950441635,22,10,13,14,0.6279331296984967,23.930873422740717,416.2880040634809,1.2694654553650084,22,15,32,21,0.5329716294138637,26.862012952496116,380.5890102008182,1.7958538715425756,9,1,1,29,0.4670283705861358,24.726444714884465,353.8700277549336,1.502141143149548,9,27,20,13
BUF,0.29508463881510866,23.180144504080214,328.77227317109106,1.7872793857988056,24,15,23,23,0.7049153611848911,26.952805428172642,338.9821101052351,1.5448988257157412,24,25,12,15,0.5022890764861335,21.73041707107288,345.58994785392906,1.6247318329832314,16,29,17,24,0.497710923513866,24.71738245171006,362.0086960567858,1.2559247086083842,16,26,26,29
STL,0.5209870932150358,28.423064963700547,368.7321524484212,0.962568151555224,17,4,12,7,0.47901290678496405,19.228783978422268,371.83879227985307,2.532759956359405,17,8,19,3,0.5916875633395224,24.35949737446883,332.0393424876467,1.179890993349741,2,8,28,1,0.40831243666047695,19.58704482984967,322.0988005043471,1.626825139824402,2,1,3,8
NE,0.7283271753677438,32.83466178815891,434.89744174315825,1.7378435104615335,6,2,2,21,0.27167282463225595,27.80475767402021,387.13324936811523,1.913709069166978,6,28,24,8,0.4564628909163823,22.553708804981365,338.2059976107791,1.5733029607597044,24,21,24,21,0.5435371090836172,22.033184589592132,334.43998463368155,1.3891463757012767,24,10,8,22
HOU,0.09212405490617762,19.133158613474638,326.2213373887365,0.9807275233659408,32,27,24,8,0.9078759450938223,24.911912195392972,355.58028973564905,0.7340823248795703,32,16,15,31,0.5724160719641654,24.428898766155946,351.31415373346374,1.5760110513950893,3,7,15,22,0.42758392803583406,24.472105114741677,359.1151396477486,1.8794853367616597,3,21,23,4
-----------------------------------------------------------------------------------------------------
HOME GAMES ONLY
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
OAK,0.41133282185044506,18.935790516379498,350.51860334424873,1.9152211966864747,22,28,15,28,0.5712669872766418,24.347352574940864,381.65461990611584,1.5124286182041273,22,21,26,15,0.5406878728628719,23.95610561102807,359.71707614722465,1.0956158788627877,3,7,5,1,0.46179248673101037,24.111978973088803,371.8597975556299,1.450851700038903,3,18,32,23
DEN,0.954067777316512,37.02377002790426,439.063948191219,1.8114201228470714,2,1,2,26,0.028500957118095055,20.781150314188235,350.3469737851489,2.202273395416695,2,13,17,5,0.48367736235102216,20.871165004090784,327.8007905390821,1.212283940137193,12,29,31,2,0.5188340719353404,22.80713104192491,351.4262768855086,1.701741859977629,12,7,13,5
CAR,0.8113189761592129,26.83516276024331,343.99987949606225,1.0538289668694483,6,9,18,8,0.1703843424147209,12.664297955103404,299.54753482937133,2.4735132712223256,6,1,5,3,0.3934541666111231,21.721381495854814,330.0024044869183,1.4201713697726592,29,20,29,8,0.6099226835359126,23.25145522651525,360.74523506020864,1.7876101006286085,29,10,25,3
ATL,0.28309355734853486,20.08457636267985,329.5194384103208,1.0927799137312006,26,26,23,10,0.6990512223721921,25.368087624858962,380.224608293442,0.2849875925010928,26,23,25,32,0.5271162603380528,21.280708640297,351.55313715278425,1.689164868404417,4,26,9,21,0.4758191286621897,22.589528482204337,344.8335159765637,1.3700759948162013,4,4,6,26
MIN,0.5724366595625645,23.251794657158946,357.20398689085965,0.8588319833209312,13,15,13,2,0.4101213688651463,26.594128931296076,406.6379018195122,0.4901447698825644,13,27,32,30,0.40371638461321735,24.22622193287089,375.68668590811063,1.9064565079944042,25,6,1,29,0.5988057556800412,26.46349755815232,355.05026981766696,1.6686689296406825,25,30,20,6
CHI,0.48913045926338966,20.99936507503415,342.57400294781326,0.9460007411335597,16,22,19,4,0.4941254154061005,23.8715601838692,347.0177533629984,1.5035539626634997,16,20,15,18,0.37377550004778465,20.77407034091927,342.0979151018048,1.8843141486022015,31,30,17,28,0.6284589624235328,24.749833144543622,352.75306527985026,1.4192144854643698,31,22,17,25
WAS,0.27809694007767205,20.939408304683774,363.0120462677972,1.214913551846803,27,23,10,13,0.7054409321313745,27.947028291746847,356.1241376391099,1.209011949109373,27,30,18,22,0.43238892697747355,21.618731161263092,330.02439095198946,1.6880011142673896,20,22,28,20,0.5691533695344495,23.59040075211035,339.6812507364208,1.5018302436988662,20,14,2,18
BAL,0.7374584837088297,17.479372596072643,286.4711266646568,1.1365477498493377,10,29,32,11,0.24505759129509752,15.504164032249031,303.5839542649688,1.1434625630512407,10,3,6,25,0.39640622743633835,21.906094835178934,352.5097804284269,1.8603805581701989,27,18,8,27,0.6061578662807038,26.731807064380614,362.6918858916748,1.3559063540591931,27,32,28,28
