all Averages:
winloss = 0.5
pts = 22.20769230769231
yards = 347.6826923076923
to = 1.573076923076923
home Averages:
winloss = 0.573076923076923
pts = 23.942307692307693
yards = 354.53076923076924
to = 1.4615384615384615
away Averages:
winloss = 0.4269230769230769
pts = 20.473076923076924
yards = 340.8346153846154
to = 1.6846153846153846
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 260
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
SD,0.5649866606374186,26.27472009359409,395.1615037651516,1.2130833268078185,11,7,5,8,0.4213148569276366,22.124769897168257,363.35652330274684,1.4026437654012276,11,14,24,19,0.4960549193854812,22.2263438843446,350.8868668669701,1.5558912929161097,18,16,12,15,0.5057663029281534,23.069030682175374,345.21506222682615,1.6411779361167658,18,27,13,9
MIN,0.2520849052390893,21.786839089767195,329.30954939121415,2.0887952827313994,28,15,21,29,0.7341605701094052,27.456544583898726,336.2546334274913,1.6830225760713071,28,30,11,13,0.5197223211702111,22.96117057210921,362.914081125044,1.5386455483045323,11,10,2,14,0.4821549433599841,22.412190695744954,353.1041517890471,1.4668038755374466,11,17,25,25
NYJ,0.4121097182786687,21.718274968923808,314.7933607966062,2.3955057950906715,22,17,26,31,0.5737208921865868,23.116338291510743,303.72703869517875,1.7767242884594698,22,21,2,8,0.5090341599235155,22.54241635602427,348.14995684771793,1.585760515783703,14,14,14,17,0.49325796948991874,22.812878366565258,350.4973333549356,1.494834300126328,14,24,22,23
DAL,0.36430370068538764,20.964892328714832,347.15474876568885,1.1320382309168984,24,21,14,5,0.6218545872253987,23.34666122396049,360.9097213880251,1.0448253782486159,24,23,23,29,0.4672106879689215,21.39059303112813,348.6822486536363,1.725548383884986,22,20,13,26,0.5347537639989818,22.362758889749642,348.9396439144935,1.5014256364862164,22,15,20,22
BAL,0.7160330087514479,22.53857214670397,336.71117727138835,1.4089567650544113,6,13,19,15,0.2701312309140917,18.768409461459573,298.14483645986036,1.1882912134313122,6,6,1,26,0.44911679543207206,20.447115527136837,340.76400737581764,1.5385699778417832,26,29,25,13,0.552841704781078,21.499661520486626,344.0051432816357,1.4372225111944725,27,10,10,27
PIT,0.5948544712012098,21.31198838970461,376.31375883209967,1.8407970056820089,9,20,9,22,0.3913072095937139,17.170198371715983,315.27695710230523,1.203317335649276,9,4,5,25,0.4269551958664202,18.465987944371825,327.68640849474025,1.4573897469925918,28,32,30,6,0.5748905200813086,21.19217651565816,344.6763957368088,1.3466736679757365,28,7,12,31
WAS,0.20731490613430556,17.83466565692236,345.0542511119803,1.968311773313534,30,26,15,25,0.7787719915019686,24.186065573426895,337.6638950691673,1.3607353641404438,30,24,13,20,0.4579359987743892,23.70429706059665,360.9249378641316,1.5320381891164234,23,4,3,10,0.5440998434680262,23.395363353393357,356.0897209550734,1.614985905751198,23,28,29,11
NYG,0.7601584316330173,26.553840032350976,409.9682447409134,1.1601124687292672,5,5,3,7,0.22606684247985154,19.32027258826829,344.3329846330653,1.6856629865758697,5,7,15,12,0.6080926026103827,24.10531020792527,359.4916926267055,1.4735932852815221,2,3,6,8,0.39368952001940116,21.16116839596922,338.2614468292415,1.6155067207276672,2,6,7,10
SF,0.8189561373223855,23.758094710402993,328.78108701746396,0.46308727558866986,2,10,22,1,0.16703668454731954,15.635912482047559,316.69465923346957,2.4121814046147074,2,1,6,2,0.5013063202784636,20.459148441403954,333.058152784854,1.5775521556493217,16,28,28,16,0.500823597730521,21.842042154949077,339.86949032592565,1.556880508488335,16,13,9,16
SEA,0.4891556746840243,23.82680799965724,327.9152368141632,1.312229533629655,17,9,23,11,0.4970789675942545,20.345279415519258,354.12820284004056,2.0777659813124867,17,11,20,6,0.5368053490490774,19.886288365774803,320.25277414365064,1.5384388546269308,9,30,32,12,0.4650827485513336,20.731291325300756,334.44967664412286,1.5122562886615458,9,4,5,19
STL,0.18442001759519844,15.577808629108945,291.62406526581054,1.2581340075975733,31,31,30,10,0.8018149907468848,25.751182262767713,350.14986718475257,1.18644643998567,31,28,18,27,0.5729019005660703,21.935769012564165,342.6438664887844,1.4353392561203067,5,17,19,4,0.4289858309705362,19.629491153900915,331.406052093684,1.6146163206211432,5,2,4,12
PHI,0.6773901186804596,26.3443398287868,379.38044467407383,2.0099995854399486,7,6,8,27,0.3087341399273803,16.72656666691465,318.2245524096977,1.68965385803319,7,3,7,11,0.5263908389712053,23.050373324301795,341.3336828345158,1.4083066642883693,10,8,23,3,0.4756076422996445,21.334984795258556,345.50137285307306,1.7935781974694993,10,9,14,5
ARI,0.582639571307286,21.489880116177304,342.2811140152602,1.9258915308838418,10,19,17,24,0.4037154644143102,21.618657880582816,356.80517442359655,1.303889455119603,10,13,22,21,0.4789940466288174,21.23625025079567,326.16238350186416,1.532878043483826,21,23,31,11,0.522773657528276,20.021518164896147,337.87465624550083,1.8692579173191157,20,3,6,3
CAR,0.4324889337107081,26.250898786432,362.8466649910502,1.2364896589004593,21,8,11,9,0.5534187472138031,25.515319164909613,379.384367081105,1.503813443944094,21,26,27,17,0.47936531279760153,22.90725029793503,360.5086735149853,1.8300036401462174,20,12,4,31,0.5228497461565769,22.519285547437672,354.7761927394339,1.578181885067707,21,18,28,14
JAC,0.286952216963261,17.315935540912157,270.36343909457776,1.5285528166561355,27,28,32,18,0.6989772957468313,22.496326562958398,329.8123211647934,2.181435873688014,27,16,8,4,0.41241238910127254,20.58572613565567,343.9235719536314,1.63212863031127,30,27,18,20,0.5897808380673247,22.83813012540884,349.99621467634756,1.5058688102151616,30,25,21,21
TEN,0.4615984842369721,19.477216741059713,347.63510373440306,1.7822820264523198,19,23,13,21,0.5243283923626754,22.694980821725867,369.12682491340036,1.2471622482524833,19,18,26,23,0.3761804346780311,19.85906876464334,333.3878817690006,1.6726903997604352,32,31,27,22,0.6260154286010109,23.053496333529015,352.6479402314954,1.386633401932274,32,26,24,30
KC,0.5564118511750811,12.20368478904968,319.5547029982459,1.4909884666654811,12,32,25,16,0.42991044644247206,16.69155688533501,312.79497280831237,1.47398266749247,12,2,3,18,0.6029635783496686,22.733371880155673,344.105115852784,1.7177063854161234,3,13,17,25,0.3988368639114678,22.539061579874208,350.85908787183257,1.5649532424168882,3,19,23,15
BUF,0.32143591496183166,22.80773850577654,343.12521500189825,2.1795553428815833,26,12,16,30,0.6648804805579223,28.092704622329016,366.4488013523112,1.8593933000889558,26,31,25,7,0.5449684678927024,22.941655967374906,347.6194691722003,1.4483490401297203,8,11,15,5,0.4568378764662334,21.518715406462622,353.95327627823036,1.473709834584092,8,11,26,24
DEN,0.5530732215779175,19.543855991840566,338.5551119792056,1.6385776471161253,13,22,18,20,0.4331929960238411,24.684632454092892,355.3681099541995,0.7794604934739573,13,25,21,32,0.4966337376689744,21.906197628128236,356.7752116826377,1.8137943466381732,17,18,9,29,0.5051074414719195,22.589379458926953,346.4737675260346,1.6639987277633046,17,21,16,8
OAK,0.4664266599994211,21.701449788516307,384.1794011449739,2.0094432772567634,18,18,7,26,0.5194811769994003,26.83036652470232,387.9856832042219,1.6368932879932936,18,29,30,15,0.5577868066882,23.207663362781993,358.62543388731945,1.4754519973526703,7,6,7,9,0.44442809619166823,21.725004461921337,348.3349619025315,1.5162146284308429,7,12,19,18
MIA,0.49792309172603677,21.751191064304468,314.08205042867854,1.3197707569981563,15,16,27,12,0.4882748594339777,19.42680087268463,341.18638569773566,1.1837885207037924,15,9,14,28,0.5110077984815627,22.363956997575492,347.38312836048186,1.928469195724186,13,15,16,32,0.49091699023711244,22.389378706982086,346.99872829421656,1.9670311838356231,13,16,17,1
NE,0.7859262088135419,32.21541400997869,421.2588712822087,1.0404206529315037,4,3,2,4,0.20019504874955943,23.065477269973492,411.24473253927556,2.1528115779380306,4,20,31,5,0.4162704615906582,20.610114791502767,340.647792072681,1.8131789864221979,29,26,26,28,0.5857310207249302,24.214948962987634,345.65837933941293,1.295241663204598,29,31,15,32
-----------------------------------------------------------------------------------------------------
ALL GAMES
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
GB,0.8609508801729339,35.68678151405633,415.4685862428713,0.5155351929653358,3,3,4,2,0.13904911982706591,27.440336985539325,468.7582062529044,2.5949320545745946,3,27,32,1,0.5093759424549421,21.56677625075576,342.83450542612536,1.628025914454881,16,19,20,19,0.4906240575450573,22.562610270444004,354.33999167720145,1.935664637538427,16,19,24,3
NO,1.0013050508731114,39.64582783718197,531.4356858549455,0.9822293274700966,1,1,1,8,-0.001305050873111644,16.533338857112568,342.4921342350298,1.4968986059720053,1,4,11,20,0.523090597440111,26.701214727106787,380.65230253792515,1.5343963531234113,13,2,2,14,0.4769094025598886,23.611152901090833,366.68264810142097,1.9773704812343367,13,26,30,1
TB,0.0034411194059347514,17.145545782195157,291.37495846121965,3.370857211415636,32,28,30,32,0.9965588805940654,37.01977652401154,377.38296737735834,1.7080291021061953,32,32,26,11,0.48241223623229795,24.916230822982183,374.31769100123034,1.159536989759674,17,4,4,3,0.5175877637677013,23.63011847660933,345.943599634872,1.6729476795211844,17,27,15,13
DET,0.5875904739781355,31.930747171500503,416.71754029341434,1.7850400387005072,10,4,3,20,0.4124095260218644,24.943187599875156,421.22439550896286,2.533581895981901,10,22,31,2,0.7117117942075113,31.06752489723317,422.79319116182944,1.0932300073999226,1,1,1,1,0.28828820579248826,22.16539828603484,374.5815633093485,1.6796580970444208,1,16,32,12
CHI,0.4384238823528164,15.052604749485017,263.0510471238561,2.3887777737781724,19,31,32,28,0.5615761176471834,20.098009195164913,323.690006160616,1.8720855240095677,19,12,7,9,0.5343882191837143,24.488146061828164,344.8075998089619,1.442417499763526,9,6,16,10,0.4656117808162853,24.588687452655154,370.9377119389108,1.844314180024116,9,30,31,5
ATL,0.43608112806532073,20.21844102434399,360.1090063473809,0.801015498867993,20,19,14,5,0.563918871934679,23.438693069186463,346.45074602177607,1.6486310300936013,20,18,17,13,0.455260569839405,23.542541754855822,364.5852742391757,1.764378644216276,26,10,5,26,0.5447394301605945,24.292839818809053,350.20030184974814,1.5749049605546175,26,29,23,17
HOU,0.4807017634657874,22.566917569553425,349.2721568501929,1.4402390177405993,16,13,15,15,0.5192982365342124,19.132737054030734,314.77541440764037,1.565434530361241,16,9,6,18,0.45265051706514237,20.04731117068218,343.1582397194699,1.7464560203661255,27,29,18,22,0.5473494829348571,22.689478275614313,347.4694448269122,1.240817878715041,27,20,20,30
IND,0.29421352114380306,17.015967683666076,308.3438337031342,1.6794583568647286,25,29,27,17,0.7057864788561969,21.97125311958616,336.1515728935783,1.0977143254398753,25,14,9,25,0.4384273557043615,20.699751400211188,331.91439582951756,1.7594175886232304,28,24,28,25,0.561572644295638,21.82621319551389,333.51698774695114,1.7659894756159993,28,13,4,7
CLE,0.22635660055262252,16.74869708603987,316.0797893741509,1.3881381196828388,30,30,26,13,0.7736433994473775,17.73817697510404,347.8983183806785,1.3161099743503142,30,5,19,22,0.6733686489608631,21.803784113379564,351.6378490048328,1.7490647499720722,2,17,14,23,0.3266313510391362,17.18791429434053,303.98080326175705,1.3217339593954234,2,1,1,28
CIN,0.35721130143689384,17.94391046555205,338.8284030501275,2.226413636026456,22,27,18,26,0.642788698563106,25.00499950332168,346.6393487808757,0.8844981027782709,22,23,18,30,0.5320915223874657,20.944174079434006,335.83143344098295,1.5713459846135454,10,22,26,16,0.4679084776125337,20.620720290380138,318.1825223334636,1.2711123081219424,10,7,2,29
SD,0.6878030255471409,27.218330045918275,394.429522048374,0.9947080721968851,9,7,7,9,0.31219697445285904,24.28381663675594,391.2886878861282,1.2313386971036786,9,20,27,23,0.5534783022340787,21.95595758705106,359.0996965661096,1.4959686753623094,7,16,7,12,0.44652169776592077,23.325825507834153,358.95175463807755,1.7130618720157953,7,23,27,9
MIN,0.24679375803463605,22.344475471776718,333.8533351801558,2.285067639671773,28,16,20,27,0.7532062419653637,28.381947087479627,343.789213122757,1.8248145376289497,28,29,13,10,0.5128655965124997,21.411286974068595,346.1029471849438,1.692312451882305,15,20,15,20,0.4871344034874996,21.762825680290614,344.81837319071695,1.4285188178990675,15,11,13,23
NYJ,0.24480884908861428,21.69112376616639,333.509254844441,2.591543779210284,29,17,21,30,0.7551911509113856,25.7648200704506,299.26415409090447,1.5061611308138965,29,24,2,19,0.4705545371451966,20.976140969089357,340.4838396242527,1.9542839451436265,22,21,23,30,0.5294454628548028,21.389757790074345,337.02548457150937,1.61005476097833,22,10,8,16
DAL,0.26482439837217686,18.536995999781393,322.9172300926954,0.7156686104076851,27,26,24,4,0.7351756016278229,23.078177319319316,364.80641666953585,0.15452874362582025,27,16,23,32,0.46967510306344107,23.085054710684993,356.0734788963607,2.224713676178303,23,11,10,32,0.5303248969365583,22.695593399345416,355.00884575935106,1.8861915444303619,23,21,25,4
BAL,0.7876278099450406,22.991381304495206,327.6192541612506,1.1161462524260912,5,11,22,11,0.21237219005495925,18.907625696031005,308.55689274045216,0.9454678116983175,5,8,3,28,0.473196015187014,20.56574538620839,338.6221284786594,1.568744813851561,20,25,24,15,0.5268039848129856,20.592979040637545,349.17681007753185,1.4559334116890583,20,6,21,22
PIT,0.4223980878460846,19.399345567571665,381.0847750721172,2.030789202535276,21,20,9,25,0.5776019121539151,19.985756525790176,342.7807174383593,1.079498853414587,21,11,12,26,0.3433213720047628,17.197870537692424,318.3329691602893,1.4799670052426503,31,32,30,11,0.6566786279952367,21.89548565622716,343.70515623569395,1.2052055968285995,31,15,12,31
WAS,0.2739492589001336,18.679728406390293,366.11624517432284,1.6810964720354482,26,24,11,18,0.726050741099866,24.434298971085134,345.7700414829386,0.9015517400175685,26,21,16,29,0.5654599008049298,25.77439679307256,364.11080432181734,2.057838442446378,6,3,6,31,0.43454009919506975,22.478332966654204,347.1067147174784,1.708506961996167,6,18,18,10
NYG,0.7347308184463697,24.69158030021923,411.78841585870725,1.0173777993637019,8,10,5,10,0.26526918155363016,14.605119456837121,313.21321109918813,1.7027121216939158,8,3,5,12,0.4774209358809892,23.662020067153502,357.21590848933397,1.26079715453682,19,8,9,6,0.5225790641190102,23.34754642219953,346.9301062626429,1.4119985472566503,19,24,17,25
SF,0.8205342986303694,24.926098102957006,325.6059601126946,0.11822524268134685,4,9,23,1,0.17946570136963041,18.468812748408986,330.1637734309903,2.4631180204975367,4,6,8,3,0.4798861964889477,20.224565691828538,317.10607540807194,1.3194242730062862,18,27,32,7,0.5201138035110517,21.326521114337954,336.4732639921674,1.6276908231125073,18,8,7,14
SEA,0.44039632762095393,26.367962766648727,334.3855927236114,0.8992778124086178,18,8,19,7,0.559603672379046,20.545536761339918,360.92073037793784,2.1436860635385777,18,13,22,6,0.5434358615561357,20.08759486502637,317.7135157230952,1.5327012793625079,8,28,31,13,0.4565641384438639,19.42654050986285,333.66183481934905,1.6903156164055333,8,3,5,11
STL,0.19057101148033775,18.5748698772602,297.08760223500286,0.8067208814592526,31,25,28,6,0.8094289885196622,27.846101971747025,345.0817994000408,1.121798772417522,31,28,14,24,0.6499895121585928,21.723427015742676,341.6113401581385,1.225865015131443,3,18,21,5,0.35001048784140665,17.36057122351042,323.81637635468513,1.9463385966240894,3,2,3,2
PHI,0.7685642244947052,28.505108464104516,386.19112428930646,2.6129720702966663,6,5,8,31,0.23143577550529482,13.99877956676269,310.5206247135077,1.6001360731507615,6,2,4,15,0.4557088681633818,22.891836212394615,342.87754077177175,1.396339156962128,25,12,19,9,0.5442911318366175,21.800154982378917,338.08511200582063,1.1771196039637308,25,12,9,32
ARI,0.7466019341644736,22.49765167870968,347.55116626216704,1.864482471552099,7,15,16,22,0.253398065835526,19.60369184668587,348.89844880136076,1.4870224749872574,7,10,20,21,0.5307835112737026,22.445711889360783,328.179773390056,1.2070273444442716,11,14,29,4,0.4692164887262969,19.52871057213003,345.20559825580364,1.839071253387545,11,4,14,6
CAR,0.5097527385374776,28.20836346651876,360.2738087493777,1.3169528035968687,14,6,13,12,0.4902472614625222,26.309809172463535,395.12733377435694,1.614117912506884,14,26,28,14,0.513107705339104,24.023211309079556,380.185762716259,1.9140504039567463,14,7,3,28,0.4868922946608955,22.442481682684527,349.5439233999592,1.390757377203742,14,17,22,27
JAC,0.3511279089052791,19.124686914785276,276.72792067009954,1.6864518960081682,23,22,31,19,0.6488720910947207,24.023300849567043,341.8021787575624,2.435129956859884,23,19,10,4,0.41193758465484903,19.835650829783535,340.67215830243555,1.6204360896400756,30,30,22,18,0.5880624153451506,21.829475057470983,340.80485211089774,1.4176763478722352,30,14,10,24
TEN,0.5145980118706609,19.253794229637364,372.2873308935249,1.8618070829489168,13,21,10,21,0.4854019881293389,22.571903806809754,367.5145085536506,1.0449351956767485,13,15,24,27,0.3383548954900252,20.315993572804878,333.76529912735526,1.7256945222426627,32,26,27,21,0.6616451045099743,23.59397980038617,341.9600491797503,1.3989845528055307,32,25,11,26
KC,0.5757296331114428,8.720741252362105,317.1937924975296,1.3981140645446417,11,32,25,14,0.4242703668885572,13.804629042286415,296.9013099955981,1.5816852635144998,11,1,1,17,0.5277491222937644,22.429559055978373,344.48280507515426,1.58272821719048,12,15,17,17,0.4722508777062352,24.662224209161863,361.3420831258551,1.4732740680273444,12,31,28,21
BUF,0.34471430402103587,22.6702151680571,346.85969483178246,2.414308722501196,24,12,17,29,0.6552856959789639,29.71460510840932,374.6573224918731,1.9036242097963139,24,31,25,7,0.6090609496412588,24.814129486969016,358.0353686802161,1.362949550252628,5,5,8,8,0.39093905035874066,22.706265843599194,362.84038658286033,1.5265174448455452,5,22,29,18
DEN,0.49379679696325196,20.55206019037767,362.65205871396955,1.8665885547176586,15,18,12,23,0.506203203036748,25.85281624784393,352.17302893106375,0.6670555363679501,15,25,21,31,0.47275136151446373,19.300057321746916,354.5621452902877,1.75703022306802,21,31,12,24,0.5272486384855358,20.343104925065106,335.67022772129894,1.5065367094965807,21,5,6,19
OAK,0.45296462243578817,22.555657054112697,410.0549324357542,1.5835014646546406,17,14,6,16,0.5470353775642115,28.63249123531808,411.9303025458216,1.885680631183353,17,30,29,8,0.6094111595310799,22.768288424045778,355.2688217063842,1.1018842770491208,4,13,11,2,0.3905888404689195,21.344912647337843,347.234303003911,1.7433129318642486,4,9,19,8
MIA,0.5556437994204899,19.10902744507889,296.5254382328838,1.8741773291791908,12,23,29,24,0.44435620057950986,18.847717120981287,345.7469438644508,1.5838650098682892,12,7,15,16,0.46008876734705645,23.590677146815406,353.7452626922894,1.843624831366811,24,9,13,27,0.539911232652943,25.578548347609562,357.48126414232115,1.6227813585637403,24,32,26,15
NE,0.8857926607161748,35.74251830352477,433.68160062781067,0.6574176294563822,2,2,2,3,0.11420733928382515,23.334890534722945,412.70631282097185,2.375256125335274,2,17,30,5,0.42201236547736415,20.893437824545465,338.02621639197224,1.9175260205113955,29,23,25,29,0.5779876345226352,23.819571449964577,346.3662220953212,1.4853137185150884,29,28,16,20
-----------------------------------------------------------------------------------------------------
HOME GAMES ONLY
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
GB,0.9554492891218689,38.059109982814164,417.50257240171237,1.1666364564144396,3,2,3,10,0.030177403373990032,25.567259521270486,439.1165494818614,2.857997592890686,3,27,32,3,0.48584596624619586,21.468881172699263,356.0141726522411,1.6604320802445052,14,14,7,20,0.5166500811366351,23.829957127255962,360.5953009344808,1.534087303708158,14,20,28,15
NO,1.0470842570612147,39.97524780987703,521.0768929657376,1.1383288738006407,1,1,1,8,-0.0610759495304256,16.579388664449105,362.53884988753566,1.5456174527116566,1,5,22,14,0.570537950794712,26.077837067767632,378.2347573795779,1.6669368572743009,4,1,1,21,0.43134579528111444,24.37331214869058,371.3128079670005,1.712007951371151,4,25,32,5
TB,0.10391035240109381,14.707019495216255,270.3283724674431,1.836313738316585,31,30,31,25,0.8817946282858881,29.151814392583706,372.20661463507497,1.4283065205905467,31,32,26,18,0.41088239871651977,22.47221983267271,367.5322574421338,1.2452507885260662,25,8,3,1,0.5915353604751882,24.718048249602592,350.5871738572833,1.4550488030134916,25,26,17,22
DET,0.6735846933372627,28.536270382935985,365.10295528201556,0.9156460150884213,8,6,12,3,0.31241808151846995,19.371186836813987,353.66373189351685,2.974893891434423,8,11,19,1,0.47488654117673057,23.702883217212413,363.6901415475958,1.3681881467242243,18,2,4,3,0.5272334238462264,24.861846981206792,363.0681573752346,1.6356874921169298,18,28,30,7
CHI,0.41309322080761096,21.47594450133436,268.1150143192524,2.311562360661764,24,22,32,30,0.572841618849728,23.36047747593011,331.77756653638636,1.5827723710868185,24,25,11,12,0.4805484775959652,20.8959055927967,334.81410092872386,1.8742284489485221,15,18,21,28,0.5216394226253853,21.288858892264745,345.8561248376264,1.9175542570751554,15,8,14,2
ATL,0.6046346181487724,28.6707508076247,376.49266742965574,1.1894015170405643,13,5,9,11,0.38147371414464315,23.044035550667136,313.20845505091944,1.9213884670272647,13,24,8,8,0.24416928769943458,18.434641263499735,320.4422936509085,2.14804454395785,32,29,31,30,0.7578451198858396,27.292528155762007,359.1413530175691,1.511232434700092,32,32,25,18
HOU,0.5088233570903176,22.215921496363066,360.35098348196107,1.5439815907888785,18,18,16,19,0.4775238626220823,17.14849539656506,308.10974630053266,1.694287772638758,18,6,6,10,0.4222956820604283,21.477043496289287,341.3776472855669,1.609957324214298,23,13,18,14,0.5792491518337876,23.519861698296715,348.7175027911886,1.1519792411452372,23,17,15,32
IND,0.5118597534252612,18.259984335939812,298.7170167653482,1.3992320719639468,16,28,27,16,0.47428477696487925,18.96463793483042,337.37227231164775,1.523715117342903,16,9,15,16,0.4788028494758376,22.620835940320216,352.02736872402016,1.5438975555698666,16,7,10,8,0.5231753600127116,22.641373838802252,341.61990846953694,1.6053790401342074,16,15,13,13
