all Averages:
winloss = 0.5
pts = 22.848484848484848
yards = 348.6212121212121
to = 1.5549242424242424
home Averages:
winloss = 0.5776515151515151
pts = 24.125
yards = 350.75757575757575
to = 1.518939393939394
away Averages:
winloss = 0.42234848484848486
pts = 21.571969696969695
yards = 346.4848484848485
to = 1.5909090909090908
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 264
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
DEN,0.6112325221539112,29.436375151445596,386.5993389438088,1.6822008349556188,11,5,6,23,0.374058493441504,20.315257979920126,300.0105093527244,1.3576556010645264,11,9,2,21,0.33825142406161646,21.104492693449096,351.26662629652117,1.611481573863534,32,29,15,27,0.663714223947103,24.40504259129676,360.24096782547906,1.304181172213351,32,32,28,32
PIT,0.4353832137329166,19.01390308765118,312.149462047232,2.2352593475569424,20,24,24,28,0.5499786451930532,18.581604263213375,287.34677891930505,1.4556738809635479,20,4,1,18,0.4803993724172442,23.57876674861767,357.58557339725905,1.7553397726752586,23,13,8,31,0.5216179958404815,24.36230724808413,356.41189113080975,1.51083822356734,23,31,25,20
TEN,0.43984990759159226,20.521778467215682,281.18160836987545,1.6208261845609897,19,21,31,21,0.545294140986607,29.284815354335684,367.680949785875,1.793393859260355,19,31,25,10,0.5345375357877339,21.70792622636442,337.93373783822983,1.5773045493510391,13,27,28,23,0.4676976428177624,23.11748371745282,363.2735822986988,1.5865586897287085,13,17,31,14
NE,0.8274477734202733,34.741321889831866,421.122745199384,1.1745000855528671,1,1,2,9,0.15767443851037155,22.892597181496534,393.69078405147104,2.273324806078606,1,19,31,3,0.5010152744696935,19.621801004386754,327.23023714224456,1.521560441023932,22,32,32,15,0.5011191772037962,21.82664606261292,348.3605439033469,1.446596450239408,22,8,16,22
HOU,0.6431297421914137,21.955988633192515,361.35008822292053,1.0890374280522142,10,16,13,7,0.3421098771925494,21.860760873137878,327.11109208970345,1.0504621467701811,10,13,8,27,0.6189953022209522,25.537816929356225,355.5191787316871,1.6965236374359607,1,6,13,29,0.3828991784196583,23.30784920957188,364.8628682882354,1.660782286667712,1,22,32,10
MIA,0.43465827756765996,15.941573743522502,288.9314601427047,1.2012203158295627,21,30,30,10,0.5507375309414546,16.2042663429132,341.93972702348776,1.14010543349672,21,1,15,25,0.5086202080024252,25.790457574530016,365.86377035169204,1.4368476896015954,20,5,4,8,0.49336321067215555,23.467173096283865,357.1337537144149,1.6942826416637637,20,25,26,8
GB,0.700075007544392,29.997917530142058,368.72716039358716,1.0409997180639274,5,4,10,4,0.28512743144357133,22.147392025072083,368.13134953078907,1.7914075127038278,5,16,26,11,0.563658753687241,23.442871359981773,345.643277542792,1.342542352474899,9,14,21,4,0.43827290734936925,21.90689781888038,344.48571722680856,1.540511851497557,9,9,12,17
SF,0.7661541180003265,27.85829504802838,385.1750860884049,0.687970119279939,3,6,7,2,0.21894596063006683,19.630790758835545,327.80900604526397,1.8110737327307258,3,7,9,9,0.5773575183512301,26.05542932821556,341.8325965011346,1.4576453651987404,6,3,24,11,0.4247990666225111,22.298253179726412,349.39391798481506,1.934604849154704,6,11,17,2
TB,0.42587087893419956,22.701815735993996,373.5208209148994,1.6959943490511158,23,14,8,25,0.5596962023457779,24.458402068351507,349.3000426719062,1.3557156177280367,23,21,19,22,0.5515919338393555,23.835914094742627,356.66005582274784,1.4654331880063451,11,8,9,13,0.45022021206436247,21.00026840465882,344.8074375635713,1.7545427037630719,11,4,13,5
CAR,0.5801451481752777,24.83125658307523,361.77131780232753,0.9569310370608953,12,11,12,3,0.40492450171932726,21.25607124032176,318.85935279024557,1.3967430753808543,12,11,4,20,0.45565881561012456,23.056463691075862,350.38101411687694,1.576238754988922,28,16,16,22,0.5466507616789658,23.33834692849722,362.56213355826526,1.7427315817692146,28,23,29,6
DET,0.18052295652423728,22.021922981310645,392.34782397921765,2.4154162705051285,30,15,5,30,0.8048384709394876,29.3363689284185,344.40550959949803,0.8871279929486781,30,32,16,30,0.5415149430458943,22.14978150887674,341.4579246679933,1.60776442816584,12,25,25,25,0.4605028566740762,22.41464530385034,349.4670257944864,1.635091414034827,12,12,18,11
STL,0.49368606710112073,20.85194528735858,343.36270881274424,1.0596634966930627,17,20,16,6,0.49153712179098086,19.130892694666727,346.44389385710446,1.5120811119752955,17,5,17,16,0.5635065317497623,25.868089179914463,349.853886242238,1.2682545412695188,10,4,17,1,0.43864950654183155,20.58859494722967,341.0068744977756,1.9087717854380937,10,2,8,3
NO,0.5642086754490584,30.027908557671275,437.56099244838185,1.4863931429412376,13,3,1,17,0.4213006751523788,25.6286243437171,403.0741143550579,1.8521706874804005,13,27,32,7,0.5991995047477345,26.19683202870416,372.5907752870925,1.461937202829255,3,2,2,12,0.40267037183452375,22.744478435772596,342.00049413294744,1.5379919681284813,3,16,11,18
WAS,0.6838045899747182,26.318184772706406,363.4980414766677,1.0568683080674415,6,8,11,5,0.30123994267936494,22.489272373593103,365.02110574545543,1.8382505671341487,6,17,24,8,0.5214272064138645,22.960925298245723,349.51924595313926,1.5270367593709442,17,18,18,16,0.48078492453618704,22.178783047943252,334.9987892077707,1.543837169370145,17,10,6,16
ARI,0.26865700992968644,17.088241846775347,278.4101304813571,2.4861155959681067,27,27,32,32,0.7166746562324003,24.587516937399457,348.5466493841306,1.9173870661017558,27,24,18,4,0.5724371077547961,23.68383181027884,352.3991502874831,1.4552118777072591,7,12,14,10,0.42961045326681235,20.90456512113623,321.52968942755217,1.6242683880581954,7,3,1,12
SEA,0.8100985825676038,32.457426398395505,402.5215231003383,0.46954581540955165,2,2,4,1,0.17503513839488857,16.3865771662442,330.141747299067,2.3065046064010732,2,2,11,2,0.5823349627675943,22.905754247322903,332.3490256179283,1.4198010024447434,5,19,31,6,0.41970138970020443,20.070763399679137,341.48813039028846,2.089383950382168,5,1,9,1
KC,0.1621789052127976,11.685062612520566,311.6424860283422,1.694370298258522,31,32,25,24,0.8229853579909261,24.473366977097108,359.17975857053636,0.612601241894318,31,22,23,32,0.5177416913620266,23.031587960032923,356.376283337136,1.6666913724363148,18,17,10,28,0.48447327261794504,22.64033599666228,334.3326707212831,1.4429924038450799,18,14,5,23
ATL,0.6669732224495047,25.092994342723582,355.11588285162225,1.1121863798629292,8,10,14,8,0.31817153038621093,19.70752456438163,379.1746866137486,1.8842594056466817,8,8,29,6,0.46246164219037544,23.745816973349594,372.96899205518065,1.4269748480157471,26,11,1,7,0.5396502685780435,23.5709369204638,362.76814113871615,1.5327939049089725,26,26,30,19
OAK,0.13868205390907812,15.99330157154213,324.25514144936005,1.593295800732918,32,29,23,20,0.8466613188408646,25.36288539723123,329.1591377305775,1.0813328981382218,32,25,10,26,0.38860106384965565,20.833104732060804,337.0025360933858,1.569941167220934,31,30,29,20,0.6134347905840971,23.70191683749887,353.3619785388241,1.4893692212478995,31,27,22,21
SD,0.4260935984960856,21.379529344701936,290.9480716427157,1.430850041020163,22,18,29,15,0.5592693664742416,24.544320879117596,324.66148439414576,1.6103396296494337,22,23,7,13,0.42560330923609446,20.750740222075606,341.44118344198455,1.5646599399069667,30,31,26,19,0.5764129529772737,23.166550796927993,328.9365539871292,1.3210763223213446,30,18,2,31
BAL,0.6634646308446915,27.094664969112117,407.2569946216079,1.290066464516249,9,7,3,12,0.3216820425380886,22.04136737791142,341.22730212750446,1.4178207372881022,9,15,14,19,0.5230966618281497,22.73202143900412,348.97776617260763,1.6101131335143584,16,22,20,26,0.4788907648136439,21.80754079417521,333.9272109708809,1.4246645856795284,16,7,4,25
CIN,0.5589584773967327,21.634748379689636,295.52861135265016,1.5118086162985767,14,17,28,19,0.4262150377145056,18.4441395608742,330.58055654826654,1.8877802853555985,14,3,12,5,0.4584908484849253,21.40232796217272,339.01880446491236,1.5705291094073068,27,28,27,21,0.543592300007971,23.263678249318232,341.9103903932641,1.3565844339294582,27,21,10,29
-----------------------------------------------------------------------------------------------------
ALL GAMES
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
NYG,0.42342193976437886,25.049510706244465,327.66957463876776,1.0880849074059016,21,12,20,11,0.576578060235621,21.519321870059937,386.7204496605792,1.000058614859785,21,12,28,24,0.42075176114906254,22.758121776872624,361.1018810140068,1.762370765660912,28,19,9,29,0.5792482388509369,24.310861475921776,342.1220125506718,1.3790588104944774,28,29,13,26
DAL,0.4304858677266132,25.768576104940273,373.50654821823184,1.571711698375494,20,9,10,20,0.5695141322733867,25.861660881767797,388.0943687464378,0.5886861672335875,20,26,29,31,0.5292562294078755,24.845491152311325,370.6982957946175,1.6380537125246557,15,11,5,25,0.470743770592124,22.196151287471558,342.4841890972538,1.6497451889868,15,16,14,12
NYJ,0.12346073432691419,11.414520993214566,292.45948148201023,2.6385980332784293,30,31,26,31,0.8765392656730855,24.084244606458707,312.88730288270483,0.45376432177427434,30,21,4,32,0.394515222373163,21.39549635439879,327.37688842946227,1.9801999865270266,31,24,31,31,0.6054847776268365,24.67176227313671,343.8286992674283,1.5951493212635146,31,31,16,15
BUF,0.404785722429312,22.175656338460072,348.8218860974022,2.43152223086454,23,18,16,29,0.595214277570688,24.07920751286134,348.05530429028244,1.0717657753100986,23,20,20,22,0.4851675239119815,20.83119469822987,332.38604028195704,1.5872172113894996,23,27,29,20,0.5148324760880179,20.557395724927545,338.6842539796675,1.2859310782314826,23,5,10,29
MIN,0.7876456640705869,25.003886920545828,361.15386156933045,1.423497532462961,5,13,13,16,0.21235433592941297,18.560402134778098,330.4779839749793,1.7155337669406185,5,7,11,15,0.7097837811912877,27.000366573329888,367.36552693485305,0.9182707517857467,2,3,6,1,0.2902162188087118,20.367343259978067,334.9560489932608,1.577457038782786,2,4,7,16
JAC,0.1548824945176848,14.09980432806168,356.52864367655326,1.9918204879264159,29,29,15,25,0.8451175054823152,28.07589941482384,338.1715185046011,1.1469085367010783,29,28,14,21,0.5980898102249687,23.445206663478345,332.8692404575071,1.6533107174518302,6,14,28,27,0.4019101897750308,24.508525977389105,342.52632983517367,1.6810706933366224,6,30,15,11
CLE,0.2507449803011532,17.799700621415145,329.5681516992639,2.1383274826312997,25,25,19,27,0.7492550196988467,25.498690825755375,340.2743013003328,1.0413129612342258,25,23,16,23,0.493226520779066,22.369399985220255,345.41537363794214,1.5981805369881248,21,21,20,22,0.5067734792209337,21.335778934819878,325.32513286555655,1.4354713649690234,21,12,3,23
PHI,0.09417420859978576,15.738388505459003,324.9736055547819,2.1169691029771704,31,27,21,26,0.905825791400214,31.41651902848098,344.8126708971777,0.9048065941655041,31,31,18,27,0.48034366716397625,24.51705883727014,349.1239918336424,1.2174638899889538,24,12,15,5,0.5196563328360233,22.98820798435179,360.68512830134756,1.4805780891362805,24,23,31,19
CHI,0.4629736904662272,18.9680490663644,321.222978655863,1.0466905079808289,19,22,23,9,0.5370263095337726,21.88055971747545,328.1791223772519,2.261674979691,19,16,9,3,0.35256915735695693,20.664399775936875,337.0523939491281,1.985631649361672,32,28,24,32,0.6474308426430425,25.782011366836556,350.1303780253178,1.4361982751547657,32,32,25,22
IND,0.5659474271636643,19.894269270754485,342.8708569457712,1.6534523733028932,12,21,17,21,0.43405257283633536,23.651778225532503,417.7028256154306,2.0618502333248108,12,19,32,8,0.4980362150704835,20.9241553805882,343.5330582425075,1.2335315860903417,20,25,22,7,0.501963784929516,22.59070733558788,345.3703113119119,1.1548102330604968,20,22,20,31
DEN,0.6138748411767504,33.13418378145465,406.0204090275515,1.9083613061760567,11,3,6,24,0.3861251588232493,21.767767320361774,296.50545925468793,1.1687397799078867,11,14,2,20,0.4171478593548875,20.623465277892933,355.5677699780254,1.45632150664889,29,29,13,14,0.582852140645112,23.25363009425098,360.12462723139134,1.215187411779574,29,25,30,30
PIT,0.4083345877682045,20.280701473047934,294.93308639298317,1.8238625069373577,22,20,25,23,0.5916654122317953,18.428347085710772,317.30332267314833,2.1276223339690494,22,6,5,6,0.46700942528797756,22.003934043734084,335.06858206968604,1.6494787493249479,25,22,25,26,0.5329905747120218,22.37043895850215,345.9519408008591,1.696115550856191,25,19,21,10
TEN,0.5413304004655908,22.542861705998327,269.13519672611244,1.4246425866426307,14,17,30,17,0.45866959953440894,30.584676741300626,356.24195065736194,1.956928230956557,14,30,22,11,0.5377304848039348,19.93563386518382,348.21069226606966,1.7188105459177592,14,31,18,28,0.4622695151960647,22.225577023703053,346.8392553431334,1.476408138831053,14,17,22,21
NE,0.981762230718353,37.13799219573628,437.1569973248414,1.0924726468102581,1,1,3,12,0.018237769281646735,21.87418749855926,382.06317701991856,2.3417803712084293,1,15,26,2,0.5969129063864889,20.35219244953741,337.1347466342497,1.134519617083148,7,30,23,3,0.4030870936135107,20.177380662964545,344.1697789021931,1.369454439857415,7,3,18,27
HOU,0.6453456226995709,23.294751533192652,361.1309782366392,0.7472209664057149,10,15,14,3,0.35465437730042926,22.75359352151934,338.75525342465085,0.8516372884092671,10,17,15,28,0.7460130009787843,27.17729356690775,348.2351051277227,1.4974637690827202,1,2,17,16,0.25398699902121485,21.10783252007792,368.66388960505753,1.98942006000747,1,9,32,2
MIA,0.5253847994126822,13.757145730506748,286.6153867906487,0.8731178389572408,17,30,27,6,0.47461520058731754,15.339800628931538,354.27712974644743,0.9806818239408701,17,1,21,25,0.5872864057489798,26.54248436926005,363.3589312911153,1.5546585580659977,10,5,7,18,0.41271359425101967,23.284572428571643,355.4917354128223,1.9189135003362054,10,26,28,3
GB,0.7325325744082978,32.20445586521767,375.8860882914144,0.7486225369344417,8,6,9,4,0.26746742559170206,23.43517145991227,391.18720390449437,1.9625308800294574,8,18,30,10,0.7048917817121856,25.53023315773152,357.13439781417105,1.1028821039333983,3,7,11,2,0.29510821828781386,21.115068348082126,339.2739273851007,1.8797559307763927,3,10,11,6
SF,0.9167483574584873,32.914981484615815,426.36423946670703,0.5230389738989232,2,5,4,1,0.08325164254151265,19.95480901903075,327.3070492429965,2.1495152600752436,2,9,8,5,0.6340659666147666,27.967027277277698,349.6652484885977,1.238910819804354,5,1,14,8,0.3659340333852329,20.85612511205121,347.6255144497755,1.9955779783156868,5,7,23,1
TB,0.3877139852691929,18.534853737253446,366.92963095432333,2.237933247645209,24,24,12,28,0.6122860147308069,25.440243858552808,324.5038465146928,0.9190320886734945,24,22,7,26,0.4908855333502028,23.024219520698527,362.2031396380988,1.559432858499783,22,17,8,19,0.5091144666497968,22.421831116048246,355.2912968859619,1.6149504661192675,22,20,27,14
CAR,0.7908890319816398,29.335342992017782,394.0861343284295,0.8580021870504537,4,8,7,5,0.20911096801836007,21.35041790653347,286.11948001372645,1.2315058264840735,4,11,1,19,0.46595194820789443,23.250310048924316,378.3977936045227,1.6188631638435744,26,16,2,23,0.534048051792105,23.01483816822311,358.51332111608986,1.7285190394737562,26,24,29,8
DET,0.0701981510725585,22.77153261676405,393.3595040980865,2.641589287557877,32,16,8,32,0.9298018489274412,31.749554797211147,372.06837259558046,0.6594860927760585,32,32,24,30,0.5291605134090356,20.83587670643975,321.6595369120746,1.549075574785225,16,26,32,17,0.4708394865909638,21.272426281294198,353.28101907943665,1.9012558514557905,16,11,26,4
STL,0.538275950157023,21.450304697487216,337.0729833478286,1.1914653525099943,15,19,18,13,0.46172404984297677,17.129337923490223,346.00132503957457,1.8509397437800437,15,2,19,12,0.574585885976521,25.94117874816657,360.13408780969013,1.2638555241611793,12,6,10,9,0.4254141140234783,20.58205581481336,343.8601375273796,1.7436830638605023,12,6,17,7
NO,0.5226901043926604,33.45504157147861,471.2000390826844,1.5488710755270678,18,2,1,19,0.4773098956073395,28.603056039616824,417.0293977910376,2.0875755425272593,18,29,31,7,0.5708876327722786,25.09807185068879,372.52355160929466,1.2720391823743256,13,8,4,11,0.429112367227721,22.227219699965598,334.2151087391302,1.291627617596247,13,18,6,28
WAS,0.7455298852087865,25.749001198744402,322.625538238717,1.0818043089127967,7,10,22,10,0.25447011479121345,17.44720784073131,330.18610992890603,2.150116965010775,7,4,10,4,0.5889827926621855,26.99767038428347,374.5425340529441,1.2201854460138741,8,4,3,6,0.4110172073378139,21.455501629953105,348.08358395018297,1.5313842607318566,8,13,24,18
ARI,0.17562915399592555,16.273241678575562,246.41108199556018,2.50096004387238,27,26,32,30,0.8243708460040742,25.66869110674966,358.92262307395526,1.8054327324883244,27,25,23,14,0.5155936172258743,23.38912994016242,348.9797291465801,1.3248460877164352,17,15,16,12,0.4844063827741253,21.862673604930713,338.6613294647676,1.6967607521211028,17,14,9,9
SEA,0.749659637516054,32.92544764297781,420.8870659718232,0.7443769085910228,6,4,5,2,0.25034036248394564,18.39647614625597,335.05238267055006,2.4172814930970556,6,5,12,1,0.5884950001794887,22.888633621540542,333.68312322834953,1.2718254744039423,9,18,26,10,0.4115049998205108,19.88052163081862,345.3607060583767,1.8877051814776862,9,1,19,5
KC,0.16155612003818481,9.120353580638849,279.3243163831404,1.2844067292651657,28,32,28,15,0.8384438799618151,25.541356218854112,377.96269693593723,0.7380928026185132,28,24,25,29,0.5833014975615012,23.537316704895737,356.7392444679902,1.4283560452509851,11,13,12,13,0.41669850243849826,21.93677626141913,336.1098743056424,1.4792094598229697,11,15,8,20
ATL,0.7070858306187593,25.51093014953977,368.87619067569574,0.9200962247254962,9,11,11,8,0.29291416938124076,18.803138442034033,386.2292821512557,1.9746260150307582,9,8,27,9,0.5071468820489415,24.96885624372109,382.77409552622873,1.4816179636033324,18,10,1,15,0.4928531179510578,23.42186173532784,342.1147845450981,1.6306018385619496,18,27,12,13
OAK,0.17981231491330243,15.72246955832204,318.82452922305083,1.4498309610550724,26,28,24,18,0.8201876850866975,21.550257031036132,305.0515658880501,1.3460313755240634,26,13,3,17,0.5062180229197211,22.38029959774258,327.3962857113148,1.1606470460160967,19,20,30,4,0.49378197708027854,22.531256676103663,328.2078593217767,1.4133881599969813,19,21,4,24
SD,0.5490827644261614,23.638337590013716,272.382584008413,0.9178296191440264,13,14,29,7,0.45091723557383845,25.880793669441616,317.67485795404014,1.2603698209645868,13,27,6,18,0.4161659728527788,19.09731659005856,333.5743870233613,1.7955083616763838,30,32,27,30,0.5838340271472207,20.8792477039999,315.8946086376708,1.3797269100973155,30,8,1,25
BAL,0.825832267843247,30.17171691931728,442.14807116340967,1.2259150402546883,3,7,2,14,0.17416773215675282,21.233705139729793,342.19525070174546,1.5607665644431548,3,10,17,16,0.6421269860217456,25.003316158966406,347.6702330104463,1.5930084478643551,4,9,19,21,0.35787301397825394,20.176666633143345,323.93528735165035,1.5475456132803922,4,2,2,17
CIN,0.5322086590922447,18.963609436081658,264.71102176271637,1.7518194568134566,16,23,31,22,0.46779134090775504,17.240746380884918,336.84307659621686,1.8098591797433552,16,3,13,13,0.434255567899952,21.5807548735129,345.0036254373286,1.6249602183600156,27,23,21,24,0.5657444321000474,23.81114727183166,333.66638407778714,1.0697407136980048,27,28,5,32
-----------------------------------------------------------------------------------------------------
HOME GAMES ONLY
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
NYG,0.792736999155662,36.729092116010534,376.77045691551075,1.3256449216541804,7,2,8,12,0.19242597433992276,18.120528771371283,354.1459059170896,2.292845498449364,7,5,22,5,0.45194328016644636,22.422584901595872,369.10382122036975,1.5351790158791692,21,16,4,16,0.5502729735216644,24.36643505346549,351.4258010941988,1.227310328996351,21,26,18,32
DAL,0.4163340639838226,27.485559352231114,421.1310951462958,1.6920777044963928,20,8,4,22,0.569276444800086,30.348467477041577,405.952004770959,0.47994080035776365,20,32,31,31,0.4309734323436916,21.838723276446448,371.77132342897426,2.1081152573438917,25,23,2,32,0.5707952860560951,24.299914795571556,343.8438116714958,1.4121092001588285,25,23,6,24
NYJ,0.33159716379352994,16.41071948995627,309.95503119569264,2.2673724947803096,24,28,25,30,0.6533290199815696,22.276751071415994,276.62709022510444,0.9687520229795343,24,20,1,27,0.49341979293980165,24.989192382071252,346.34659003283065,1.5947220019216322,13,4,20,21,0.5090332504687944,22.741947579577072,338.89916643991336,2.0135694371195445,13,12,3,3
BUF,0.45218519369537924,23.786880882963246,322.8314375751477,2.0708370110291106,19,15,20,27,0.5333624014644099,25.626761298053,362.736050578017,1.2709046880272443,19,29,26,23,0.4237390867545916,20.615807926116656,332.9891490153168,1.6981522818427508,26,28,28,26,0.5780925452693149,22.624993522114746,357.4123318055289,1.3169487095746553,26,9,26,29
MIN,0.8649627622002515,26.93560004957422,365.5207833601042,0.8534027316798305,4,9,14,7,0.1198234589511141,23.050062202229483,395.37678248821186,1.5921805092257177,4,21,30,17,0.49876060496786234,23.531529427132813,340.3038096898442,1.4527142408831795,12,7,23,13,0.5038324010644676,23.97230994446587,344.04052619878314,1.6626945286799224,12,20,7,8
JAC,0.2869223040080853,14.72557322785595,324.84054551097626,1.7799636717575589,25,31,19,24,0.6985593516443914,20.544834325648637,347.73622484924397,1.7397487265318612,25,14,18,14,0.607958946984906,25.379882286824866,352.55846469354697,1.5454676200030588,1,2,11,17,0.39393862454631257,22.640638913927834,356.6465241772957,2.0221781746485776,1,10,24,2
CLE,0.47108208040899724,19.174421583481667,294.7284182181868,1.3354053128279688,18,23,27,13,0.5148276610199699,21.79933801065831,327.3403699106405,2.109930747299128,18,17,13,8,0.4595472171544736,22.44127322647096,363.9277200985175,1.6669405190738322,20,15,6,24,0.5419222686002546,25.20572673293241,348.3052527976814,1.4827968365708353,20,30,14,21
PHI,0.18371566738141057,19.696189105548207,336.93351850872,2.638159117369242,30,20,18,32,0.8022102889392745,26.66153137280982,296.7411550019392,1.2758169502626957,30,30,3,22,0.5885242503970263,25.39620738078412,378.9131528952626,1.2309656648738958,2,1,1,3,0.41292902046598423,22.538040918357307,349.7476154628145,1.5401717895189722,2,8,17,15
