all Averages:
winloss = 0.5
pts = 23.408203125
yards = 348.51953125
to = 1.5859375
home Averages:
winloss = 0.599609375
pts = 24.9609375
yards = 357.23828125
to = 1.546875
away Averages:
winloss = 0.400390625
pts = 21.85546875
yards = 339.80078125
to = 1.625
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
STL,0.5053143157234748,22.593593350400067,302.9668115062641,1.0085685829681137,16,18,30,6,0.47575753773469714,21.16916994938284,343.5999297513557,1.969726835035816,16,10,14,4,0.5451273815219646,23.665755449855368,328.47195435281145,1.3426401082192965,8,16,29,3,0.4576111608660217,21.478814234606304,335.34117694137103,1.9780836064950889,8,4,4,1
ARI,0.652740722269153,26.5900470852452,381.41636384998856,1.889713100103143,11,8,6,23,0.32833878136436423,18.723013575751985,309.31162596120384,1.8717149000877227,11,5,5,9,0.5081357106425355,24.022757525227583,347.29097832123296,1.3346798671721145,12,12,18,2,0.4945951815701056,21.567435427019056,333.5084894335637,1.5989135711188278,12,5,2,12
IND,0.6920415088203128,23.30172846315913,348.161159301771,0.6926240953988387,7,17,11,2,0.2890776521254359,19.61434064329508,353.06999479999945,1.6290754850432823,7,7,21,14,0.5066198270411613,23.700353354097388,344.5180180246285,1.6820084226926144,14,15,21,25,0.4960714078592482,24.27267714943096,344.99633412330934,1.65440057141063,13,22,15,8
OAK,0.22741812395648325,21.825871385029856,329.0362504184547,2.054475110549351,29,19,22,27,0.7538828718055338,29.22324362060138,360.23479570854204,1.4679264395766594,29,31,24,18,0.5799551574190956,25.73520911665772,367.11017343597416,1.4365243187457328,4,5,3,5,0.4225542426650455,21.998646515709538,352.6970947812208,1.6347461102161303,4,8,21,9
NYJ,0.5692879690955006,21.196753833582804,332.05967017787475,1.3184958410579288,13,23,21,11,0.41157254554928036,22.612159456487497,346.7418991065307,1.374566278652717,13,15,17,23,0.5068280606701572,22.431695594049955,342.72705256132156,1.5251667835243703,13,23,24,13,0.49612182053122006,21.861312042738604,342.39265189821583,1.5710997082388851,14,7,12,14
TB,0.4134583707581792,21.335799254245202,284.6538076174445,1.1898630810881508,22,22,32,8,0.5678078673383422,23.728472920151262,349.33026985303826,1.929223939297927,22,20,19,6,0.612633742023718,25.93574052645254,354.20425275262755,1.4467425136080083,1,3,13,7,0.3899104157259189,21.019273591067535,326.64908523012605,1.7637025927645502,1,1,1,5
CAR,0.7659684662678776,21.565766552524586,302.3822976955822,1.0697268642093434,2,20,31,7,0.21528930879646874,18.312407985954398,322.8102031780131,1.5544612883389306,2,3,9,16,0.4553636439528981,22.01757487139978,336.91651804277484,1.5639021106847868,27,28,27,18,0.5471889768289138,23.651415110311405,351.1261213434971,1.6026220090578733,27,17,20,11
SEA,0.6952315011670507,25.367307788053225,316.5622183456425,0.8987735280519596,6,11,25,4,0.2857350789038848,14.168270958444745,277.46151321810254,2.574607944816865,6,1,1,1,0.4703945773735704,22.06584921569604,326.54031606524563,1.491801834462982,25,26,31,9,0.5324492384016526,22.498209098810683,349.93052128414513,1.6314736393728144,25,10,18,10
DAL,0.4303354535738528,23.89127841913847,333.58842356975913,1.3417450660419998,20,14,19,12,0.5507346820020784,27.540073106649103,389.51121662011576,1.4136382178953582,20,28,30,22,0.4716015996109204,24.02353879050187,356.83485294869774,1.508464807983499,23,11,10,11,0.5311386606593067,26.06410744898779,364.0695454733998,1.700237713617978,23,30,28,6
NYG,0.40711970729548497,17.77234177351989,303.0405266166341,2.5631730276650364,23,28,29,32,0.5739619125696763,21.319233696611676,308.4162343601556,1.6331165068064273,23,11,4,13,0.35426097053751293,22.533372497265603,364.1776016512016,2.0364538218591197,32,22,5,32,0.6484678054434838,23.693802881259902,339.79375954816123,1.5169404634203079,32,18,8,20
SF,0.880948934004857,27.154957422047957,347.8486379662319,0.5195131344528292,1,7,12,1,0.10013166902284587,15.15749294100916,328.12447817131215,1.914378052738539,1,2,10,7,0.5574484455290343,25.38992726420479,349.34546058399843,1.4894362812956845,7,7,16,8,0.44528134728942137,22.127474206637693,334.65989626870885,1.8206035480389975,7,9,3,4
GB,0.5309482422798661,23.363378205985207,369.87090476122415,1.7149466311221677,15,16,8,19,0.4504435398509409,25.93483729122248,358.22285869142524,1.759121415018579,15,23,23,11,0.50032589999692,26.40092150941217,365.0178536981989,1.5374580266789777,16,2,4,14,0.5020927137184316,26.29466341299723,365.9280425595481,1.549050040689208,16,32,29,18
DET,0.24493382411938142,21.391432842370683,362.46697128236957,2.5513796008324476,28,21,9,31,0.7361703252429508,23.659638184828623,335.62859530905774,1.309681923610578,28,19,11,26,0.4771897625177007,22.129234434053497,345.0228142187309,1.5871365970777234,21,25,20,20,0.5255164839661255,24.05099521330824,348.3752251385514,1.316236757939951,21,20,17,32
MIN,0.5370459266590286,23.749932596583236,336.8006993526999,1.8660975907440167,14,15,18,22,0.4441091319166799,26.097410513110432,376.37229500383535,0.9239777579420857,14,24,27,31,0.5864550860044078,25.705013854076704,357.5731908269921,1.647532774791706,2,6,9,23,0.416200251266042,23.38901088585977,360.88222671628773,1.6618501579233462,2,11,26,7
NO,0.6536444514243769,27.346202334941154,398.7170679826993,1.0047622776243559,10,6,3,5,0.327539059914549,19.36501664735019,309.8621912393919,1.272855209133716,10,6,7,28,0.5814746361357721,23.65673397179676,327.17939637599864,1.17834839075707,3,17,30,1,0.4211522483714606,21.178941030051007,344.81642007635736,1.8396200274650016,3,2,14,3
ATL,0.28143567277900905,24.286136301859273,345.92021695286314,1.7945736234533023,26,13,14,20,0.6994531843551005,28.309188369141104,381.6702613461404,1.8856526043638764,26,29,29,8,0.5350350745178423,22.021749335991174,339.1334510730263,1.372820951344246,10,27,26,4,0.46788646419420654,21.308149505975457,335.8747819028954,1.4939431103992753,10,3,5,25
PIT,0.6570511102119682,28.04261033285691,347.1747949317079,1.3598295398939813,9,3,13,13,0.3239888778137521,24.347873672737137,346.2404457563817,1.5579484164328181,9,21,15,15,0.5264735132738205,21.374183802889476,343.2328362432937,1.5914463304248119,11,32,23,22,0.4762968945466176,21.573713246777764,336.61998421121973,1.5617376692882656,11,6,6,16
TEN,0.3760844381071733,21.166373141800328,337.67095976150415,1.850921089573853,25,24,17,21,0.6049992274179548,26.4669639229068,346.7359759473463,1.246102154234026,25,26,16,29,0.4300194298648661,21.70965858151083,343.2537897984947,1.7800765902288536,31,31,22,28,0.572707300456164,24.886295061374312,353.7425671371785,1.4971780287488563,31,27,22,24
SD,0.7558564774396408,25.870691081568104,391.7129128052314,0.897109584769916,3,10,5,3,0.2248532360787297,18.533139626969994,337.6710055123074,1.3097745238796246,3,4,12,25,0.5683675050106576,26.576978198709504,354.5192507767474,1.5175892017268175,5,1,11,12,0.4347331773171301,23.55994720094842,345.0919913166256,1.8578071563568934,5,14,16,2
HOU,0.0172506331898004,14.589687162896105,311.5867610943013,2.0430185037665716,32,32,27,26,0.9638736308550373,25.674919985162852,350.2193671125615,0.5802120013555628,32,22,20,32,0.4712131160620695,23.837372551491278,354.21294827282316,1.7392114070014948,24,13,12,27,0.5314730157392511,24.573809752149266,350.7586654490426,1.565966547224935,24,25,19,15
WAS,0.04106369640344501,18.05519189829597,320.0693342037424,2.51228872260127,31,27,23,30,0.9401428309695622,29.18150366096051,347.5529114034813,1.7254285025019098,31,30,18,12,0.4400891956446279,22.194347059459872,323.86297517740036,1.5481293972220584,29,24,32,17,0.5625146728285231,23.642195509070962,369.2654473889164,1.5168239581071874,29,16,31,21
PHI,0.6814834684777731,27.914271955722107,395.31153422751686,1.2202737265410057,8,4,4,9,0.29947622891205655,21.647053783509325,353.60258403107423,1.9644118087274811,8,12,22,5,0.43892403943392333,23.792619556851974,362.94932651053466,1.7374398802999775,30,14,7,26,0.5639266590224052,26.28235200270307,373.70960617128145,1.3821540103791756,30,31,32,28
-----------------------------------------------------------------------------------------------------
ALL GAMES
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
DEN,0.5717246050073197,31.082793551796946,439.8323704534208,0.8967030147132186,15,2,1,5,0.42827539499268025,22.457823224491033,303.92037120666197,1.0621667172296696,15,18,4,26,0.28468003907599176,21.257886997969333,343.4411257312864,1.8569617334844222,31,30,19,27,0.7153199609240077,26.560148625676245,363.1720983624441,1.4204938698239746,31,29,26,23
BAL,0.5163031454487913,17.545520830994782,308.21467947029987,2.227798104192456,18,26,25,25,0.4836968545512086,24.375194570995102,308.64227498058426,1.7349117308506457,18,20,5,14,0.6019147211879333,26.76197438863096,384.4173352169937,1.8757959739250047,8,1,1,28,0.39808527881206623,22.985707253783286,332.78352108026314,1.6732620853644642,8,12,7,9
CHI,0.2982308259454772,23.067109654801005,358.835293716826,1.6943194989465966,25,17,12,17,0.7017691740545225,34.02620490471154,408.0100692344699,1.2957892269617668,25,32,32,23,0.4754262050370523,24.576208658476794,375.1578450011376,1.6551446536239407,19,13,3,19,0.5245737949629471,26.794395987344284,361.1247497062103,1.6409598926894489,19,30,25,12
CIN,0.824337929175245,30.271256066415685,381.35662695135767,2.3701294939652064,4,3,6,28,0.17566207082475485,19.37303541997699,262.9689395169067,2.5166295299454733,4,8,2,2,0.5411845196618015,23.33667363464263,353.83098024294026,1.5705009132194863,13,19,12,18,0.4588154803381982,25.47416408761437,342.95668290399686,1.2788689160479918,13,25,12,29
CLE,0.1135037973411809,14.999623821547978,324.7617497198005,2.2665613685639103,29,29,21,26,0.8864962026588188,24.42535303148451,355.4926960033362,1.6284260681817,29,21,20,17,0.571623771887699,25.412925045474566,355.5678676148739,1.4329002755901037,11,7,11,9,0.4283762281123005,25.521364436865234,364.0726459028373,1.284903462809528,11,26,27,28
MIA,0.41075078746719457,13.70527978426221,280.6914884709765,1.9086508309934553,21,31,30,21,0.5892492125328053,20.723932448946712,372.57961962140325,1.0045777858546185,21,13,27,28,0.5239167180681371,22.211765215615575,349.215138770173,1.5038351797594078,14,26,16,13,0.4760832819318624,23.82404494136416,357.52413997190644,1.5282446853528637,14,16,24,17
JAC,0.16428502563953534,16.61251675123006,330.71598339134414,1.8889639191456236,28,28,19,20,0.8357149743604646,26.119411035473327,376.95609354098656,1.2860484754531467,28,24,28,24,0.40829108257538044,22.406639034588064,342.96021674227933,1.446236895440078,25,22,20,11,0.5917089174246191,23.785774907327166,337.01342366628205,1.3761231036281139,25,15,8,25
KC,0.30231481388790804,27.977610608064694,343.8176833932457,1.468328565517623,24,7,14,15,0.6976851861120917,25.11751736593772,393.79786246480546,2.0594690043811155,24,22,30,6,0.46638998451525115,23.460320728194652,355.7474682586637,1.4336919965360648,20,17,10,10,0.5336100154847482,23.432375851872067,345.56126545396967,1.2700370922859412,20,14,14,30
BUF,0.58242684864921,21.094373137252685,331.35717756299823,1.2805484759520198,14,20,18,11,0.41757315135078976,20.516321275358138,287.25264473679874,2.1244339661365808,14,12,3,4,0.6553066022355187,24.985023923999996,356.1530732761551,1.3689746498379325,1,10,9,7,0.34469339776448077,22.903484217313824,374.7930668890592,1.693840803877011,1,11,32,8
NE,0.8917254006509785,34.29750012465003,433.80188760534077,0.992238278037162,2,1,2,7,0.10827459934902121,22.157995390967546,402.52981384137024,1.3321575026261145,2,16,31,21,0.5959420537111464,21.60765973286555,336.3318000058262,1.7115123591875372,10,28,25,20,0.4040579462888531,21.22401571989565,310.46041317112577,1.6347344795895467,10,8,2,13
STL,0.5975570699016715,24.077537710123575,298.4005332054377,0.9522937218596949,12,14,26,6,0.40244293009832827,19.946889199754672,332.9131507635367,1.9308367025406312,12,10,13,10,0.6364962300383367,24.656234770422824,320.1332451652538,1.15221661598459,3,11,30,2,0.3635037699616628,17.96178751198997,310.4531444197341,2.102476195981983,3,1,1,2
ARI,0.7582100434676434,28.30719438266754,396.6361126806015,1.6982373714268193,6,6,5,18,0.2417899565323564,17.423084445959066,313.75779573483567,2.0733345710414426,6,5,6,5,0.6535360436780846,25.60804041354779,350.1803029197693,0.8951495756609861,2,5,15,1,0.34646395632191485,19.670227954519707,337.97436844778844,1.8355864091071505,2,3,9,5
IND,0.6426338810642115,24.45706045225995,343.4884057911103,0.29900791315409253,10,13,15,2,0.3573661189357884,16.69307302655861,342.5225817365743,1.775334049887889,10,3,16,13,0.3368636487602441,22.36599843017109,341.3335194926761,1.7505339747874182,30,24,24,21,0.6631363512397555,24.28195512023707,356.94237974838825,1.7348606041617098,30,19,22,7
OAK,0.0756977299903766,19.99378163782467,320.4409149191416,2.3894095203634933,30,23,23,29,0.9243022700096233,31.057097913193726,368.74503140090997,1.4467320175448695,30,31,26,19,0.5157147395852913,26.491935788492473,370.5266218741442,1.3187739139186894,15,2,5,6,0.4842852604147082,22.992315090202922,346.8883128782317,1.4578611919510966,15,13,16,22
NYJ,0.5913499943426028,20.90773223350094,336.3351286852103,1.007396366144705,13,21,17,8,0.4086500056573969,21.87972469816372,364.7833651286596,1.637519325605143,13,15,24,16,0.43516829463814105,19.97384708550342,318.7420752600725,1.5703390861456656,23,32,31,17,0.5648317053618586,22.74705458241799,351.4444136545121,1.4593047443109028,23,10,18,21
TB,0.34830842986523186,21.410670014894414,263.2563105747606,1.3833866575034066,23,19,32,14,0.6516915701347679,27.59966824522808,363.4469392757372,1.9290292542997238,23,28,23,11,0.6289391100585737,24.591479625907485,351.4916948783088,1.2297850187084332,4,12,13,5,0.37106088994142583,19.416837205222393,326.6293654237549,1.641858317830956,4,2,4,11
CAR,0.8625925919287205,19.789548195305375,278.52375359169804,1.099467901649854,3,24,31,10,0.13740740807127919,17.4295612272088,322.88079739429014,1.4424678872061314,3,6,9,20,0.4764231333645299,23.72400262177328,342.2606922512314,1.482007637251768,18,16,22,12,0.5235768666354698,25.00775213131367,366.2650449189066,1.6028978021706748,18,22,29,15
SEA,0.7922174151218978,26.064305696994893,308.85795267761773,0.5853423327326005,5,9,24,3,0.20778258487810208,10.84463585217543,261.01481870496866,2.9149718455246996,5,1,1,1,0.6114288575236961,24.262827996922375,323.82391668684517,1.3767602753155088,7,14,27,8,0.38857114247630337,20.454136446734037,328.92837817730197,1.8249104321778915,7,4,6,6
DAL,0.2899996827821183,24.4719298322631,369.4658251301777,1.8810765851530313,26,12,9,19,0.7100003172178817,28.486064884940447,360.58994338868285,0.8879376755631109,26,29,22,29,0.4033753184550011,23.44817945328593,372.7691334801864,1.7973087569700634,26,18,4,22,0.5966246815449985,25.099638894415627,345.7674485362988,1.5113388901131941,26,23,15,19
NYG,0.4483407415308863,16.82013043571832,286.67118094903856,2.780685085989484,20,27,29,31,0.5516592584691136,19.331037388195785,316.5706225593329,1.9753043967602366,20,7,7,9,0.2790533598476763,21.855087230410096,346.04582527276636,2.065858123257447,32,27,17,32,0.7209466401523232,24.239391830823337,339.9546250758754,1.5141981606705144,32,17,11,18
SF,1.0488656533260616,28.836393892496925,359.65763859368457,-0.3296799958044011,1,4,11,1,-0.04886565332606195,15.608247452033318,356.15710982386497,1.8596131137932035,1,2,21,12,0.6185461162551519,25.754379959186807,345.2767636383567,1.5370823204554276,6,4,18,16,0.38145388374484773,21.218537858879905,339.1621031784982,2.30129580044216,6,7,10,1
GB,0.5566316386063186,22.49812389746524,372.1560843573811,2.1615147097662852,17,18,7,23,0.4433683613936812,29.353303697515813,368.227633399826,2.0000275636715683,17,30,25,8,0.4501775789535345,25.008001986945978,358.2432040330243,1.530795027378268,21,9,8,14,0.5498224210464651,29.3572282808274,373.5489408124293,1.2155558745103165,21,32,31,31
DET,0.1819816985075697,18.746692648408782,328.0516012313746,2.3538780938927735,27,25,20,27,0.8180183014924302,21.25386144668914,326.8788244131903,1.1079756782496797,27,14,11,25,0.5444933452642104,22.584624360368622,341.8697367875265,1.8858802820471443,12,21,23,29,0.45550665473578894,24.248566318982505,356.13547951880065,1.400565578344862,12,18,21,24
MIN,0.5647147441336041,23.82630640126682,371.78122977582586,2.1914776129192717,16,15,8,24,0.43528525586639577,26.324012103920346,352.1099060982246,0.5375127026527668,16,25,19,32,0.493505713495193,23.932507751567243,366.7993759324855,1.853491261283502,17,15,6,26,0.5064942865048063,22.331919112077163,326.28543389743646,1.4629631546650734,17,9,3,20
NO,0.6399615227135647,28.321363999127232,405.68347761521045,0.7385743781337994,11,5,4,4,0.3600384772864351,19.744236471109108,325.99619433535213,1.0534159529899878,11,9,10,27,0.5961795229390253,23.135291206340995,305.54782914697387,1.2140828470095697,9,20,32,4,0.4038204770609741,20.817768661104484,345.2999679377134,1.9845865614989207,9,6,13,3
ATL,0.3556320193720028,25.234098603242803,350.5383490296571,1.6077341753965182,22,11,13,16,0.6443679806279973,27.594611302811217,390.9932560095342,2.4568675022289925,22,27,29,3,0.6227268769767276,22.378634751708958,322.117578583277,1.1696084156464133,5,23,28,3,0.37727312302327193,20.764388022451868,327.0743105890503,1.6066189829307378,5,5,5,14
PIT,0.6970074134904263,25.912758507153224,322.61685584102037,1.3470080672376876,9,10,22,13,0.3029925865095737,22.36692739419473,336.05054191684,1.3155814529189032,9,17,15,22,0.4182536609237043,21.293133735725444,342.33201687540316,1.9397970136034424,24,29,21,30,0.5817463390762951,24.753761453612878,352.48873042797464,1.6448859257595676,24,20,19,10
TEN,0.45497053128324755,20.563952375764707,339.9980802171734,1.9313967267058352,19,22,16,22,0.5450294687167522,25.921925547646197,345.7777277102997,1.49145705331359,19,23,17,18,0.3729527637190007,20.28749119983511,335.49256273804076,1.8065550222138342,29,31,26,23,0.6270472362809987,24.823118333357275,355.08791427780983,1.3397751213664408,29,21,20,27
SD,0.7231104850634189,23.515994903458797,362.3390025581139,1.0797032752789213,8,16,10,9,0.2768895149365809,17.094899279696136,320.93009395806104,0.7674474063334662,8,4,8,30,0.3898891315398631,26.33646568061879,350.84576667730386,2.0544876463646142,27,3,14,31,0.6101108684601362,26.370712850546727,365.4011821090226,1.8697286057908542,27,28,28,4
HOU,0.01984179345440929,10.512285611306893,293.6216625977309,2.637260786366701,31,32,28,30,0.9801582065455904,23.615346091194994,348.9191108168196,0.6873530624381505,31,19,18,31,0.514049996758601,25.158709033387797,364.1617704587669,1.531596258192289,16,8,7,15,0.4859500032413985,26.179209286259763,350.5868289525136,1.364990970181096,16,27,17,26
WAS,-0.07857125469229376,13.946962464201585,296.32131552671166,2.993339850218763,32,30,27,32,1.0785712546922934,27.43451855278964,328.08953389783534,1.7088675458177263,32,26,12,15,0.3876544756928909,22.30337695214279,320.689388178559,1.8466723141202481,28,25,29,25,0.6123455243071085,25.349245718420903,369.6172458616886,1.5328972194236312,28,24,30,16
PHI,0.7533429955334663,27.835281585024404,417.21914848053507,1.3106781827752099,7,8,3,12,0.24665700446653335,20.40817492216458,335.9401411501244,2.0492341008890738,7,11,14,7,0.4428653452598354,25.52874052538083,377.38252317078843,1.830388834982668,22,6,2,24,0.5571346547401642,28.004556689380145,357.2701041383618,1.190321665630306,22,31,23,32
-----------------------------------------------------------------------------------------------------
HOME GAMES ONLY
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
DEN,0.7097211371247939,34.078136956028196,404.96903139167136,1.3432547209364478,10,3,5,13,0.27126899212997807,23.78521668114134,310.3163883609778,1.6416812103288028,10,20,10,14,0.5328127706985297,23.036913305568355,359.88541377533585,1.3272506138120728,3,12,10,6,0.47000749589285673,23.767543991064684,361.9701176089024,1.5373819502257964,3,10,23,21
BAL,0.5010947355724439,15.316475832767837,300.8840661741738,2.5620982052036405,17,31,29,30,0.48023142069525254,23.613770515918517,302.0306981668996,0.8636367585646111,17,18,6,30,0.3755105316899821,24.301878683076968,369.49724431094273,1.7058040394539462,27,6,3,22,0.6269737078884798,26.665249838485103,368.62571990034036,1.3170262611860994,26,29,25,28
CHI,0.48733201959297046,25.905942271940273,341.0595863867657,1.003352871705813,18,9,17,5,0.4936425837760326,27.11625659037897,383.98900092373134,1.486024159168871,18,26,27,18,0.46559967728412804,22.536390708418942,340.7546965557293,1.5960992298824617,12,15,18,17,0.537236115193027,26.561594982590307,386.99964250525426,1.5932956815525827,12,27,31,14
CIN,0.8723342073773994,34.67655764881734,382.7929571067408,2.403302581937703,3,2,7,28,0.108994242156601,18.97199948548814,273.02136557163175,2.6722258335773694,3,11,2,1,0.40157940148703,21.955647219209318,347.07102804469207,1.5912637070267266,23,22,12,16,0.6009025448251281,25.34716919558452,345.64689616896567,1.190220748232834,23,21,10,30
CLE,0.09961725279597901,21.83688194603174,344.59318100225414,2.231256953788929,30,24,16,27,0.8811447570146682,30.06278197579074,335.8772845750333,1.498734670966937,30,31,15,17,0.375704363076953,22.405373127851192,361.0349538265663,1.7121084259637995,26,17,9,24,0.6273440229585581,26.123919819603216,374.3860466562512,1.5736350812187963,27,26,27,16
MIA,0.36078833734142435,15.864479762248152,326.766526244387,2.1948171308447293,22,30,23,25,0.6207510586457705,21.32346790430077,386.0210508767084,1.0743298539038988,22,15,29,27,0.41798733400025523,22.01466114329077,345.8682723075985,1.5441390863843505,21,21,13,12,0.5842836658587082,24.737557047189,351.59991951907267,1.105437260042319,21,16,17,32
JAC,0.08287167743792731,14.999968962303223,304.4893680633106,1.8348332368044704,31,32,28,23,0.8983328881604551,27.63992981410581,402.6879658238215,0.9334026089252456,31,28,31,29,0.403675298868423,20.478975853116086,320.65662550057266,1.8698397223711882,22,30,30,28,0.5989305313793529,25.377734718084064,347.3509079993987,1.4636617324185957,22,22,14,22
KC,0.29627410809543314,18.929282281613,333.84881244716155,2.2180793039242785,26,27,20,26,0.6851152291615201,24.478982185801723,381.30950815032054,1.2332009429206565,26,23,26,24,0.472826572602014,24.037065263547415,367.55609641036267,1.3665816651220009,9,10,6,7,0.529594485987191,25.859174513544083,366.33358783102784,1.1528975949674858,9,24,24,31
