all Averages:
winloss = 0.5
pts = 22.257518796992482
yards = 348.10714285714283
to = 1.5827067669172932
home Averages:
winloss = 0.575187969924812
pts = 24.007518796992482
yards = 354.7631578947368
to = 1.4736842105263157
away Averages:
winloss = 0.424812030075188
pts = 20.507518796992482
yards = 341.45112781954884
to = 1.6917293233082706
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 266
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
MIN,0.2518837030221347,21.810483626252186,329.54176309630395,2.093408602950488,28,15,20,29,0.7339644314875945,27.48022602220038,336.48638644946936,1.6876419309859778,28,30,12,13,0.5197469045904279,22.98915794203662,363.1487308196264,1.5440492719344487,15,12,4,14,0.4821845903753448,22.440214967489027,353.3383408005178,1.4722136338629452,15,20,25,26
NYJ,0.41189611511667945,21.741083656109296,315.0203523477635,2.3999602599136702,22,17,26,31,0.5735251698891237,23.139277288558254,303.9524034550793,1.7812000633538898,22,21,2,10,0.5090583270193847,22.571146167205825,348.3909948043779,1.5913078194338692,19,18,16,20,0.49330001745031404,22.84173848760883,350.7367445203388,1.5004029138479165,19,25,21,24
DAL,0.3641600574009687,20.988799667707227,347.3803912023658,1.136689869912938,24,21,14,5,0.6215983709995239,23.36974816836583,361.1456056492319,1.0493428549719617,24,23,22,30,0.4672953489932024,21.419174894951844,348.91276710899,1.731053985706227,24,23,15,28,0.5347258520818069,22.39052035898631,349.18040419437716,1.5067970760347635,24,18,18,23
BAL,0.7056062383592215,22.480769035158577,331.64810317130787,1.0945638636168968,6,13,19,4,0.28009286201315264,16.865620302725425,291.48146867245765,1.84188474462299,6,4,1,9,0.5195248815667128,22.647738629100196,356.8913275435916,1.586289967283038,16,16,11,19,0.4823182971971223,21.026810660000226,343.3262547110649,1.537383749004304,16,6,9,18
PIT,0.5946813878756604,21.335687276067123,376.54213164286,1.8454147368980642,9,20,9,22,0.39108053142263877,17.19350667646453,315.5102059427444,1.2078711935562807,9,5,5,27,0.42697019581999174,18.49360219923325,327.9193466271354,1.4627234362228434,29,32,30,8,0.5749288391875647,21.219960712837782,344.9072123054702,1.3520351485249416,29,8,11,31
WAS,0.20714222107390518,17.858233067026912,345.2814429742708,1.9729040081345501,30,26,15,25,0.778542754729147,24.209220853243657,337.89623197526674,1.36526020171515,30,24,14,21,0.457993680345617,23.732810589008952,361.1590036745928,1.5375364300863041,26,4,6,11,0.5441009733268327,23.42346475151787,356.32893180934343,1.6204167494747685,26,29,29,12
NYG,0.8997491366443551,26.521605954831696,397.8238243599356,0.5530845490182529,1,5,3,1,0.08615777335283632,16.19286618410296,327.3388087834086,2.070598827525956,1,1,8,5,0.6685904939363783,25.115024392062203,364.8573657625705,1.354435348967238,1,2,3,3,0.3329610321588302,21.073659685905156,346.3206716982839,1.9886503464101148,1,7,15,1
SF,0.7863188060604442,24.33304573033377,327.5882023053836,0.7297185079331445,4,9,22,2,0.19927767025856255,17.276204832550366,324.00474087568193,2.3671053613985196,4,6,7,2,0.600971923213491,23.2552340571029,351.65185349391686,1.3769592736215555,4,6,13,4,0.4010087117295482,21.359690680300773,346.20724361608353,1.5917098880228915,4,10,14,14
SEA,0.4890311699646164,23.850992016225263,328.14030679988394,1.3169304982968841,17,10,21,10,0.4968058185290616,20.36838016096457,354.3667964068918,2.0822897944991228,17,10,19,4,0.5369069429126763,19.91485642855855,320.4805832933599,1.5439381199848814,13,30,32,13,0.46503569806914746,20.758776116961798,334.69100937496273,1.5175784025389034,13,4,6,20
STL,0.18424846549864377,15.601650437644043,291.85342119950604,1.2627790292313215,31,31,30,9,0.8015888996336935,25.774626608880197,350.3841850482971,1.1910264630653447,31,26,18,28,0.5729564364776678,21.96399347468074,342.87595134180026,1.440782311585219,7,21,21,6,0.42898582786549694,19.657318153594883,331.6430988765492,1.6199943775319818,7,2,5,13
PHI,0.6772622207229576,26.36830076691505,379.6041337190293,2.014658171561568,7,6,8,27,0.3084611953357618,16.74947055286001,318.46143771794755,1.694139580357985,7,3,6,12,0.52649222836123,23.079138246585494,341.5632002428265,1.4138440205081608,14,9,26,5,0.47556398505555253,21.36269266535937,345.74408652467804,1.798942689892467,14,11,13,7
ARI,0.5824874468912367,21.514079185784183,342.510539702315,1.9306013897158643,10,19,17,24,0.40347341297269307,21.64220159159241,357.04278162216235,1.3084921406471814,10,13,20,22,0.4790645428688407,21.264375348015136,326.3911790198589,1.5382984365008345,23,25,31,12,0.5227542267427315,20.04898790351833,338.1116332750066,1.8745711370316802,22,3,7,5
CAR,0.43221987177080246,26.273441797036213,363.07988187793563,1.2409047943996265,21,8,12,8,0.5532807101064152,25.53881704141655,379.60566340052253,1.508384732325851,21,25,27,17,0.47933179470339554,22.935421229657152,360.75377991212827,1.8354554303090476,22,14,7,31,0.5229472528948887,22.54841134506253,355.00937856910895,1.5837898281131264,23,21,28,15
JAC,0.2866971595377606,17.338619841589676,270.5957160401026,1.5329922243100507,27,28,32,18,0.6988258848018674,22.519766205110518,330.0351684103114,2.1859988052296915,27,17,9,3,0.41239224484464265,20.61395530173261,344.16712742467377,1.6375887773141793,30,29,20,21,0.5898643402912314,22.867114632960376,350.23034044738324,1.5114524811058336,30,26,19,22
TEN,0.46138875524201717,19.500226643580582,347.8632163729046,1.7867745401798683,19,22,13,21,0.5241315768351825,22.71808483335208,369.353762691708,1.251670152002898,19,19,26,25,0.3762056950039301,19.887633561246187,333.62734670725354,1.6782055745546076,32,31,28,23,0.6260536023943719,23.082155239237203,352.88623030955443,1.3921639667493122,32,27,24,30
KC,0.556202994779063,12.227411587177546,319.78878900377816,1.4956193439722156,12,32,25,15,0.429724181242163,16.715448320669964,313.0270034792379,1.4786404685529946,12,2,4,19,0.6029782883483841,22.761149253049783,344.33948789841907,1.7230716629001859,3,15,19,27,0.39887416510589196,22.5670035899754,351.0914045828608,1.5703454436547408,3,22,23,16
BUF,0.32122767898005794,22.831459219734754,343.3591542183839,2.1841849098784056,26,11,16,30,0.6646934244435115,28.116579688197316,366.6808136360695,1.8640481088455119,26,31,24,8,0.5449839688055194,22.969449709735663,347.8538596050025,1.4537173099177512,12,13,17,7,0.4568745572464131,21.546663500733473,354.1857397783054,1.4791033461318568,12,13,26,25
DEN,0.5181107285201825,18.211303774749318,323.91946250153813,1.4644902305879048,13,25,23,13,0.46770059467334485,26.10737021979805,366.88155491909316,0.9928491080263848,13,28,25,32,0.5505483921632979,23.076720377503072,365.3434052940765,1.7422010853212107,11,10,2,29,0.45118256377938404,22.27743029201291,351.05754870944793,1.751754792455277,11,16,22,8
OAK,0.46618490497758003,21.724192083413403,384.4101360524643,2.013891010819391,18,18,7,26,0.5193158374826241,26.853665710677426,388.20946587093306,1.6414320920893544,18,29,30,15,0.5577805910033824,23.236032985035948,358.86805393716884,1.4809362718011962,10,7,10,10,0.4444982960119155,21.753930975253304,348.5706297116018,1.521789973412802,10,14,17,19
MIA,0.49773023344765854,21.77481101193161,314.31277754851715,1.3243775169441352,15,16,27,11,0.48806900399438247,19.450326101273856,341.41829529218,1.1883797908822937,15,8,15,29,0.5110420987195641,22.392100577215324,347.61762148259805,1.9339010040902718,17,19,18,32,0.4909382933138968,22.417427567584014,347.2344038909385,1.9724475024342314,17,19,16,2
NE,0.8548728986443268,32.466381999352684,420.90257412415735,1.504662344635435,2,2,2,16,0.1307795406610401,21.808077616402706,399.4695035188919,1.8792568345172476,2,14,31,7,0.46166642544822833,20.874897793524703,341.6972351422917,1.6820022823667216,25,27,25,24,0.5402582465084507,23.506212182100445,342.7196777915549,1.2340172618966654,25,31,8,32
-----------------------------------------------------------------------------------------------------
ALL GAMES
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
GB,0.693075267661223,33.54448318132078,417.5574606083119,1.4197019546258036,8,3,3,12,0.3069247323387769,29.36209169478508,438.71399816595977,2.321148786716003,8,30,32,5,0.5914444882578175,22.688936415702063,360.41637204191727,1.4272117519206406,11,17,11,11,0.4085555117421819,20.046501657562253,342.6604985380529,1.9574502019289377,11,6,13,3
NO,0.8188056165724735,38.623366012065155,520.4108811949928,1.825516858597584,4,1,1,20,0.1811943834275263,21.048075809416247,365.9156755576632,1.7585175171868,4,14,22,13,0.6277050475260553,26.631137854403512,366.9107619533106,1.1479350878728756,6,3,8,5,0.3722949524739444,22.0274973935661,355.11122177765844,2.2043161815565497,6,18,24,1
TB,0.0034411194059347514,17.170467513354215,291.5872560288848,3.375673773502674,32,28,30,32,0.9965588805940654,37.0446982551706,377.5952649450235,1.7128456641932335,32,32,26,14,0.48241223623229795,24.941327525366624,374.5314790739219,1.1643873681079147,23,7,5,6,0.5175877637677013,23.655215178993767,346.15738770756354,1.677798057869425,23,28,17,16
DET,0.5875904739781355,31.955675708432768,416.9298958365505,1.7898579161227057,10,4,4,19,0.4124095260218644,24.968116136807424,421.43675105209894,2.5383997734040995,10,22,31,3,0.7117117942075113,31.09255845665055,423.00644134659353,1.0980681822612033,2,1,1,3,0.28828820579248826,22.190431845452217,374.79481349411265,1.6844962719057015,2,19,32,15
CHI,0.4384238823528164,15.07752774262609,263.26335544180625,2.393594579765392,18,31,32,28,0.5615761176471834,20.12293218830599,323.90231447856627,1.8769023299967869,18,12,8,11,0.5343882191837143,24.513241502230585,345.02137713136847,1.4472676342115856,17,9,19,12,0.4656117808162853,24.613782893057575,371.15148926131747,1.8491643144721759,17,30,31,7
ATL,0.43608112806532073,20.243356808852596,360.32125325807453,0.8058309116604291,19,18,13,5,0.563918871934679,23.46360885369507,346.66299293246976,1.6534464428860371,19,18,16,15,0.455260569839405,23.567588066696864,364.7986330563822,1.7692192837073188,28,13,9,27,0.5447394301605945,24.317886130650106,350.4136606669546,1.5797456000456602,28,29,22,20
HOU,0.4289429486523685,20.911821234391134,350.7854773904807,2.299515360195204,20,17,15,27,0.5710570513476313,19.180047805672324,296.83551318483535,1.2730830102349013,20,8,2,24,0.5558790304160066,20.938560833976695,337.0885743919716,1.5380999829203863,13,27,25,17,0.4441209695839927,21.445120829825388,336.38482452976604,1.2400212548116816,13,12,8,30
IND,0.29421352114380306,17.040876265711713,308.5560192591265,1.6842723776547446,25,29,27,16,0.7057864788561969,21.996161701631802,336.3637584495708,1.1025283462298916,25,15,9,27,0.4384273557043615,20.724861251709047,332.12829591388186,1.7642705082684933,29,28,29,26,0.561572644295638,21.851323047011757,333.73088783131556,1.7708423952612624,29,15,5,9
CLE,0.22635660055262252,16.77361445985076,316.2920498234308,1.3929538396358436,30,30,25,10,0.7736433994473775,17.763094348914933,348.1105788299585,1.3209256943033185,30,6,18,22,0.6733686489608631,21.82888517311217,351.8516741959096,1.7539159704543466,4,21,17,25,0.3266313510391362,17.213015354073143,304.19462845283385,1.3265851798776978,4,1,1,28
CIN,0.35721130143689384,17.96882334641044,339.04062522586685,2.2312284876375075,22,26,18,25,0.642788698563106,25.029912384180065,346.8515709566151,0.8893129543893225,22,23,17,31,0.5320915223874657,20.96922329492528,336.0448169931438,1.5761871852859728,18,26,26,20,0.4679084776125337,20.6457695058714,318.3959058856245,1.2759535087943705,18,8,2,29
SD,0.6878030255471409,27.243246485975305,394.6417745434042,0.9995236116855627,9,8,6,8,0.31219697445285904,24.30873307681297,391.5009403811584,1.2361542365923563,9,20,28,25,0.5534783022340787,21.98105958053753,359.31352971143616,1.5008200763089108,14,20,12,15,0.44652169776592077,23.35092750132062,359.165587783404,1.7179132729623965,14,26,27,12
MIN,0.24679375803463605,22.36939461314943,334.06561068653883,2.289883701237133,28,15,20,26,0.7532062419653637,28.406866228852344,344.0014886291401,1.8296305991943096,28,28,12,12,0.5128655965124997,21.436386266239378,346.31675731891744,1.6971633307522243,22,23,18,23,0.4871344034874996,21.78792497246139,345.0321833246907,1.4333696967689864,22,13,15,24
NYJ,0.24480884908861428,21.71602007855663,333.72133588048723,2.5963554286739807,29,16,21,30,0.7551911509113856,25.789716382840837,299.47623512695077,1.5109727802775927,29,24,4,20,0.4705545371451966,21.001263090242624,340.69784422856304,1.959139236115209,24,25,24,30,0.5294454628548028,21.414879911227597,337.2394891758198,1.6149100519499124,24,11,9,18
DAL,0.26482439837217686,18.561899942155037,323.1293761253066,0.7204817344996315,27,25,23,3,0.7351756016278229,23.103081261692964,365.0185627021471,0.15934186771776632,27,17,21,32,0.46967510306344107,23.11016920185485,356.28741850410614,2.2295674925216353,25,14,14,32,0.5303248969365583,22.72070789051527,355.2227853670966,1.8910453607736941,25,24,25,6
BAL,0.725549999425418,22.767936710203788,328.6067944568482,0.7772050140564811,7,11,22,4,0.27445000057458196,14.768267134671252,287.3254384485095,2.210328879504094,7,4,1,6,0.6116809212012626,25.55356022342702,372.4467829136097,1.552114968706569,7,6,6,18,0.3883190787987369,20.176815280172264,347.6589796463181,1.5976614031145282,7,7,20,19
PIT,0.4223980878460846,19.424254441229902,381.29696311223256,2.035603279684547,21,19,9,24,0.5776019121539151,20.010665399448413,342.99290547847477,1.0843129305638577,21,11,11,28,0.3433213720047628,17.222923760383843,318.54638684807395,1.484808980376859,31,32,31,13,0.6566786279952367,21.92053887891857,343.9185739234788,1.2100475719628072,31,17,14,31
WAS,0.2739492589001336,18.704643362016636,366.328485024123,1.6859117246318334,26,23,11,17,0.726050741099866,24.459213926711485,345.9822813327389,0.9063669926139539,26,21,15,30,0.5654599008049298,25.79950027098971,364.32465011237383,2.0626901302852714,12,5,10,31,0.43454009919506975,22.503436444571367,347.320560508035,1.7133586498350608,12,22,18,13
NYG,1.063567580636916,26.130231383752136,381.5363164270665,0.0821716094917794,1,10,8,1,-0.06356758063691612,11.753467924557034,318.4589949752078,2.7666521219243707,1,1,6,1,0.6847016876818938,27.65674302520268,367.46817081969823,0.9265359591430713,3,2,7,1,0.31529831231810573,22.563142246850997,362.1385576744578,2.135314739204601,3,23,29,2
SF,0.8420725832521717,28.731463845725813,352.18625752650314,0.5396139117193056,3,5,14,2,0.15792741674782806,16.963229287588995,318.9309240069375,2.644979148864868,3,5,7,2,0.7151181391364295,26.028616338976207,379.89950403354453,1.0773638184407694,1,4,3,2,0.2848818608635699,17.98235156346889,333.5133189413521,1.9237580484914294,1,3,4,5
SEA,0.44039632762095393,26.392866064009944,334.5977332616374,0.9040908118405876,17,9,19,7,0.559603672379046,20.57044005870113,361.132870915964,2.1484990629705485,17,13,20,7,0.5434358615561357,20.11271000120866,317.9274608254257,1.537555220365817,16,30,32,16,0.4565641384438639,19.451655646045136,333.87577992167957,1.6951695574088426,16,4,6,14
STL,0.19057101148033775,18.599795036472017,297.29992900478317,0.8115381060776723,31,24,28,6,0.8094289885196622,27.871027130958844,345.29412616982114,1.1266159970359417,31,27,13,26,0.6499895121585928,21.748520290074353,341.8250990287149,1.2307147309483024,5,22,22,8,0.35001048784140665,17.385664497842097,324.0301352252616,1.9511883124409484,5,2,3,4
PHI,0.7685642244947052,28.53002139251649,386.4033468701343,2.6177869310982844,5,6,7,31,0.23143577550529482,14.02369249517466,310.7328472943358,1.6049509339523798,5,3,5,17,0.4557088681633818,22.916941717526136,343.09140383130045,1.4011912365957893,27,15,21,10,0.5442911318366175,21.825260487510445,338.29897506534934,1.1819716835973921,27,14,10,32
ARI,0.7466019341644736,22.522570490409862,347.7634389602108,1.8692984694024533,6,14,16,22,0.253398065835526,19.628610658386044,349.1107214994045,1.4918384728376124,6,9,19,21,0.5307835112737026,22.4708115112041,328.39358633236895,1.2118782870291962,19,18,30,7,0.4692164887262969,19.553810193973355,345.4194111981167,1.8439221959724692,19,5,16,8
CAR,0.5097527385374776,28.233273885268737,360.48600995146876,1.321767179362244,14,7,12,9,0.4902472614625222,26.334719591213506,395.3395349764479,1.6189322882722594,14,25,29,16,0.513107705339104,24.048319323873084,380.3996471545248,1.91890296862665,21,11,2,29,0.4868922946608955,22.46758969747806,349.7578078382251,1.3956099418736465,21,21,21,27
JAC,0.3511279089052791,19.149594043711478,276.94009384758886,1.6912656359573415,23,21,31,18,0.6488720910947207,24.048207978493245,342.0143519350519,2.4399436968090575,23,19,10,4,0.41193758465484903,19.860762134400822,340.88607076530275,1.625289290126181,30,31,23,22,0.5880624153451506,21.85458636208828,341.01876457376517,1.4225295483583411,30,16,11,25
TEN,0.5145980118706609,19.278722502735967,372.4996841891747,1.8666249093806253,13,20,10,21,0.4854019881293389,22.596832079908353,367.7268618493006,1.0497530221084572,13,16,23,29,0.3383548954900252,20.341083733249782,333.97903147206216,1.730543636246233,32,29,27,24,0.6616451045099743,23.619069960831066,342.17378152445724,1.4038336668091012,32,27,12,26
KC,0.5757296331114428,8.745669332529433,317.4061441496806,1.402931853688996,11,32,24,11,0.4242703668885572,13.829557122453744,297.113661647749,1.5865030526588537,11,2,3,19,0.5277491222937644,22.45464940935454,344.6965390633599,1.5875773684814052,20,19,20,21,0.4722508777062352,24.68731456253803,361.55581711406097,1.478123219318269,20,31,28,23
BUF,0.34471430402103587,22.69512624850598,347.07190167060344,2.4191232261515014,24,12,17,29,0.6552856959789639,29.739516188858193,374.8695293306941,1.908438713446619,24,31,25,8,0.6090609496412588,24.839236840063638,358.2492474817519,1.3678019870376017,9,8,13,9,0.39093905035874066,22.731373196693824,363.0542653843962,1.5313698816305186,9,25,30,21
DEN,0.4648433002063989,17.446023406414675,315.76954352429806,1.4240437843106488,15,27,26,13,0.535156699793601,27.38227556804466,371.3726615355175,1.2746705781105003,15,26,24,23,0.5967289305260497,24.293788662909336,379.7985933694422,1.496301776618404,10,10,4,14,0.40327106947395,20.949220199335112,354.0264878350719,1.7239091559320316,10,9,23,11
OAK,0.45296462243578817,22.58055477142559,410.26702543973556,1.588313385644305,16,13,5,14,0.5470353775642115,28.657388952630967,412.1423955498029,1.8904925521730171,16,29,30,9,0.6094111595310799,22.793409140276395,355.4828143427596,1.1067392964947358,8,16,15,4,0.3905888404689195,21.370033363568446,347.4482956402863,1.7481679513098634,8,10,19,10
MIA,0.5556437994204899,19.133953764284577,296.73777488415556,1.8789947779867906,12,22,29,23,0.44435620057950986,18.872643440186962,345.9592805157227,1.5886824586758883,12,7,14,18,0.46008876734705645,23.615769261153226,353.95901168137414,1.8484743229944907,26,12,16,28,0.539911232652943,25.60364046194738,357.69501313140603,1.6276308501914198,26,32,26,17
NE,1.028582782806069,34.787702584407526,430.13634925054106,1.6706149201896117,2,2,2,15,-0.028582782806069275,19.958085591706435,384.7511300002102,1.8861191603245002,2,10,27,10,0.5466611522100535,21.234479622777496,333.60263694170567,1.5549639278281124,15,24,28,19,0.45333884778994593,22.196577847256147,336.1828343452668,1.4916889827432023,15,20,7,22
-----------------------------------------------------------------------------------------------------
HOME GAMES ONLY
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
GB,0.8053157313991884,33.4048932869228,399.8707623039135,1.8687925627752708,6,2,6,25,0.1800791905486333,26.504810112098472,418.3546748836776,2.4234721561136228,6,27,32,5,0.6225309059971913,24.109055367890786,369.02149520904476,1.5364402018595429,2,3,3,9,0.3796164511911961,22.71550451658399,366.04589132677364,1.6878909681605214,2,17,30,8
NO,1.0468627918791094,39.99831850706366,521.3073198288685,1.1428356802742794,1,1,1,9,-0.06125867649325555,16.602741673041947,362.7657523687031,1.5501704266521033,1,5,22,15,0.5703606538542034,26.103871678927327,378.48367216672796,1.6720069213612665,6,1,1,23,0.43157750989615207,24.40232750159754,371.52451110694295,1.7175654675859593,6,25,32,5
TB,0.10363832053352413,14.729176627669279,270.55875680056124,1.8406549396407414,31,30,31,23,0.8816537054997773,29.174927004918054,372.4250707358027,1.4328039752035657,31,32,27,19,0.410589715634691,22.49886628946475,367.80404528400135,1.2504641054991126,27,10,5,1,0.5918978878075092,24.749469664481307,350.7993510146909,1.4610429871924429,27,26,19,22
DET,0.6733623058199101,28.55932441672166,365.33338136939983,0.9201498009277229,8,6,12,3,0.3122361170629173,19.394535460584294,353.89048031288814,2.979445852703541,8,11,19,1,0.4746348997643438,23.72929366256849,363.95363707081964,1.3733469570411725,18,4,6,4,0.5275463068283306,24.892371494752858,363.2802927783761,1.6415190917807365,18,28,29,9
CHI,0.4128595080222209,21.49879392678191,268.345430881318,2.31602905641519,24,22,32,30,0.5726690171495565,23.383772258875418,332.0024232454043,1.587311897859615,24,25,11,13,0.4802874734281974,20.922369878977786,335.0794881623011,1.8793996937617914,15,19,23,28,0.5219636308755271,21.31958801414894,346.0682697660867,1.9234229468248372,15,8,15,2
ATL,0.6044298277872887,28.69412276102219,376.72310831744187,1.193962933305933,13,5,9,11,0.38127720187748393,23.067467832094493,313.4381428022198,1.925959748966692,13,24,7,8,0.2439321940986545,18.460968051198755,320.70284984220336,2.1531840336044894,32,29,31,30,0.7581404057120745,27.322734749696252,359.3534736203089,1.517006403937831,32,32,25,18
HOU,0.5086583909159237,22.240012934783863,360.58145786458977,1.5486734306799101,18,18,16,17,0.47729442714986176,17.172117003938677,308.346086064552,1.6989027792570375,18,6,6,11,0.42216509362931043,21.50280950866821,341.61712478986533,1.6149653556234305,25,15,19,18,0.5794243674411136,23.547856309969497,348.9291584116331,1.1573517239426525,25,18,16,31
IND,0.5116609975371811,18.283465311355194,298.9474627285357,1.4038132510407568,16,28,27,15,0.47408327591527843,18.988098904411157,337.60296802812616,1.528293024788859,16,9,15,17,0.478570744657499,22.647134039865858,352.28691695013697,1.5490304197099756,16,9,11,10,0.5234646113655432,22.671471410718617,341.8320239968753,1.611133246560506,16,16,12,14
