all Averages:
winloss = 0.5
pts = 22.647859922178988
yards = 347.1887159533074
to = 1.5622568093385214
home Averages:
winloss = 0.5739299610894941
pts = 24.073929961089494
yards = 353.05058365758754
to = 1.4863813229571985
away Averages:
winloss = 0.4260700389105058
pts = 21.22178988326848
yards = 341.32684824902725
to = 1.6381322957198443
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 257
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
CLE,0.4097804912845968,19.09436315486539,332.20718718542537,1.9572776943060406,21,24,22,26,0.5760797741279844,22.81240644763251,322.18275358488347,1.4077323794414776,21,17,6,25,0.4748317896226667,22.601434141095062,352.79476972925215,1.6027086589869544,25,22,9,24,0.5273405178093014,23.13526236661786,348.50301652668634,1.3139656757649378,25,24,19,32
NYG,0.26480098303935695,21.685781897117035,342.46111898963136,2.9008123617398316,30,20,16,32,0.7215026117334431,29.54385870969464,381.2429425224882,1.4252617177259745,30,32,28,24,0.5474173390435009,22.102690863909963,358.72934109347705,1.4261416516500642,7,24,2,8,0.4543116390282482,22.68083251656708,344.1826211239105,1.3635196984703297,7,19,10,30
WAS,0.4157392732794074,22.059972445685858,388.3212707074117,1.5674605560159014,19,19,6,17,0.5704963954418487,24.224299199708405,353.79891523347754,1.6391388537023355,19,24,16,18,0.47897973411531025,23.47336759225789,356.54617515061784,1.5103778100725695,22,6,6,15,0.52293385956195,23.842246517156788,346.8040457940371,1.4450373035436326,22,27,17,25
HOU,0.38677694026286247,17.895602804307792,372.09150042614465,2.35013942612391,23,28,8,29,0.5994063089094914,28.1131739285037,294.1686473487352,1.1978472524082675,23,30,1,27,0.5665495938061249,22.680087968994272,335.77525871351514,1.1676860511644493,2,18,30,1,0.435251251840429,22.03197143646964,351.007368250328,1.488836279735544,2,8,22,23
BAL,0.5294213305194502,23.386249677188637,358.7591968839357,1.4874482917970653,11,15,12,12,0.4564971061353078,20.503899262674615,331.3570336993964,1.1922425773304899,11,10,10,28,0.5506863689248016,23.320957699417573,350.6330765383242,1.586427966711835,6,7,14,22,0.45142776726498957,22.042273063200774,335.47277047886985,1.6450202790319461,6,9,4,10
BUF,0.28590218281593127,22.346008944134518,357.7855421422889,1.8183649250771423,29,17,13,24,0.7002154209858816,26.61895853230121,370.8807428672163,1.471320931245782,29,27,25,22,0.5264550473322864,22.114538186888367,347.7605384218383,1.560246203573075,13,23,16,18,0.4756112670191447,21.443984406919302,334.4475189196487,1.4023859673461763,13,4,3,27
TEN,0.4371545436678357,23.44075432518644,315.1264468607121,1.160565005110194,18,14,26,4,0.5486656585552658,23.27738490179545,357.5956590684715,2.221258458787837,18,19,17,3,0.544661075336193,21.916300930501137,338.63141892438625,1.439905755447282,8,25,28,9,0.45750281725961334,20.05429856185824,328.4823853525979,1.71309895945693,8,1,1,6
CIN,0.7478222394707994,21.368263946452647,333.1243026137471,1.590880992249401,4,21,20,18,0.238557650397764,17.405721463236713,315.20493492007955,1.6699344540940486,4,3,5,16,0.5271292119631922,22.609793388966516,342.6659442410443,1.7376665450198443,12,21,24,31,0.4745234710127936,22.337028759887662,353.5575625332046,1.7484989305806162,12,11,23,3
PIT,0.36370144797402,18.05626270534827,343.68543280455833,2.1894599326180355,24,27,14,28,0.6219356534040614,21.328516659037415,305.0387615903958,0.995406013262667,24,11,4,30,0.5221758471646403,22.61411608405233,340.18180909125306,1.611829627877611,14,20,25,25,0.4801711462761863,23.753303084854913,336.73471213335085,1.5771367991042633,15,26,5,15
MIN,0.34749133159273515,24.363697497983466,336.35837245452944,1.9468741559192793,26,9,17,25,0.6391603571630118,28.095155224973965,385.35207155888577,1.7956218634213406,26,29,31,11,0.46362693202278366,21.872201309341172,350.5886983176457,1.723139647537685,26,26,15,30,0.5378706416199859,22.516736029076696,348.06072284248444,1.4862186100263397,26,16,18,24
ARI,0.3920527125989536,18.093319647570382,307.2140069449596,2.6077383075477925,22,26,29,31,0.5940827323760585,21.419255262111015,341.65641920259634,2.2358114261423134,22,13,12,2,0.44840894448264057,22.848025950862468,351.4223396300587,1.447891771296161,28,16,12,11,0.5536395286955914,22.883399082334982,340.4974502119377,1.552393274495075,28,22,6,18
OAK,0.3329019544767917,17.138945766578342,308.77614694181386,1.6368488191776283,28,29,28,20,0.6530732002835997,22.02944613655794,323.067733689722,1.6869221632763352,28,15,8,15,0.5219734920251503,23.129031382610357,357.4155197125335,1.4593921543437327,15,10,4,13,0.47991875847939847,22.735617462964164,356.0880307231873,1.3439353140253623,14,20,25,31
JAC,0.16729801375205378,14.837615698407907,305.5175060324778,2.1364446111352,32,32,31,27,0.8187170867580638,28.809825917364396,365.3341876999573,1.5986009614522716,32,31,22,21,0.6047845857591537,24.352584882723175,352.02283173814556,1.3564429029646674,1,2,10,6,0.3971504463528238,21.320910386122538,342.3255040357178,1.6408386694981445,1,3,8,11
CHI,0.4688160314789499,23.726446180322895,343.6228790949941,1.4580206616734015,16,13,15,11,0.517417955729733,26.223037150590372,352.56914754285117,2.129087132434451,16,26,15,4,0.3985789642670696,21.39938349225978,351.5606880017937,2.1012804311055358,32,31,11,32,0.6031371811463426,25.027145293367926,356.77599687909185,1.589737671062428,32,31,27,14
DET,0.570976106373978,26.63637875381579,390.25832409660717,1.6933487740920112,10,6,5,22,0.4142366075835385,23.619013252706424,383.6959489039722,1.9727398199458652,10,20,29,8,0.5556479781833152,24.22432658571931,344.75510137461936,1.4410783913983067,4,3,20,10,0.4470067131241088,22.26843899419359,342.4515568234244,1.743225819465998,4,10,9,4
DEN,0.8787973075990845,35.52990446132367,420.79925727412166,1.5291235371496166,1,1,2,15,0.10719681439305852,21.688396071834113,358.996383953679,1.7171845841673679,1,14,18,14,0.42299785543870916,23.916245009171764,353.33724189628657,1.5043234171913358,30,5,8,14,0.5790405954136968,25.423127080000665,364.25370591758985,1.5249413149894457,30,32,31,20
MIA,0.4910366206796001,20.54082395703997,300.52201514258957,1.2984975456474765,13,23,32,8,0.4954533469191619,20.25498031978772,367.6507099445036,1.6280571067244525,13,9,23,19,0.5149025447333082,24.93145758194704,360.9276069872094,1.3857392188401851,18,1,1,7,0.4867567500664465,22.418086592624284,359.2511208542551,1.773877424091201,18,13,29,1
KC,0.6180849846655309,19.03557316035044,309.84289842231743,1.2277008217799539,9,25,27,6,0.3678750027310178,16.704846643564938,333.74321960757686,2.1256553811120704,9,2,11,5,0.41115456226960617,21.52758217938652,344.114150070968,1.7137658224907497,31,29,23,29,0.590869545152753,24.39483512927898,350.13043133578964,1.5720997057601522,31,29,21,16
SD,0.47566607181682863,22.92041136773304,365.93990352606977,1.5394391682922945,15,16,10,16,0.5100407325748493,23.776416852016936,359.16505502053536,0.8775749730103237,15,22,20,31,0.4762800075171039,20.602651632384198,333.2550442175593,1.557150326494071,24,32,31,17,0.525997282910126,21.861956552297514,333.86217645316174,1.5642752392449288,24,7,2,17
PHI,0.35524367597348316,24.015138279209886,410.33765548376556,1.7439185047429366,25,11,3,23,0.6307527535668669,27.299968963092866,384.24182627264423,1.3443990406484925,25,28,30,26,0.49907028915893337,24.00599333394128,347.7249871859171,1.4492678263101855,20,4,17,12,0.5029658541452657,22.478926514499165,344.1881014704518,1.6121688257652416,20,15,11,13
ATL,0.33707460403948925,25.182381770078734,365.52075104426797,1.0546142764242525,27,8,11,2,0.6490596635586621,23.866863597916645,359.0031191617853,1.1116095535734076,27,23,19,29,0.5146004496384342,22.830657894577516,357.4107800828502,1.5967266902230053,19,17,5,23,0.48741454516193095,21.724164425564602,356.6053355851185,1.6701145045455448,19,5,26,9
-----------------------------------------------------------------------------------------------------
ALL GAMES
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
SF,0.8118935445989715,28.642944056054546,345.67017016917384,1.323542097738818,4,4,18,13,0.18810645540102836,17.483983173166823,326.2146936418301,2.6056971344956708,4,5,10,3,0.5269231614722479,22.466033190696614,347.43677725784084,1.649010362763708,17,19,20,22,0.4730768385277516,21.39220973825206,339.9238354759426,1.8089036072866116,17,7,7,7
SEA,0.8529687367455021,26.97026163827719,398.7534118823654,1.4274309038749364,1,7,4,15,0.14703126325449756,17.206595119590286,296.8490698782946,2.845682747688092,1,4,4,1,0.5725455406637678,23.27310779867994,345.74406289346115,1.2192575118019326,9,14,22,2,0.42745445933623166,22.310090090627178,332.7800320383666,1.8303192323564481,9,14,5,6
TB,0.042154874223442496,11.593859332253253,296.0494650060693,1.8014188150267858,32,32,28,24,0.9578451257765574,23.345734868843213,335.1998890362614,1.509735763605264,32,19,12,18,0.47213457667811587,21.95998466398715,370.6245545725185,1.6296581663116365,23,23,1,21,0.5278654233218836,25.3040723704034,366.22616336351786,1.5806133676383474,23,30,29,20
NO,0.6936124438735876,29.08375908873985,379.5374336914711,0.9505910901843246,8,3,9,3,0.30638755612641216,21.223106901202172,376.6843075567001,1.7662704426344666,8,14,24,11,0.5549660228923599,22.903050947180603,338.43916665506254,1.5631312691022559,12,15,26,10,0.4450339771076396,22.083820433766313,362.905261308402,1.8075948793169148,12,12,25,8
CAR,0.5276721184173006,23.19793277740634,345.3190422908226,1.3090094389008664,14,15,19,12,0.4723278815826992,13.223036432807204,280.577858470186,1.720572787084743,14,1,1,13,0.44127997704619865,24.106030883316215,353.2406016800668,1.9983892725352925,25,8,12,31,0.558720022953801,24.63387202888056,363.2697635835281,1.8051249329617032,25,26,26,9
DAL,0.49295392673014904,30.47393280320003,321.6129421446721,1.6522477246153324,17,2,24,20,0.5070460732698505,23.984547385161456,407.9260272726545,1.7581784137796315,17,21,31,12,0.49386915546967003,25.35484081860465,370.39708924551746,1.451263160346722,22,2,2,8,0.5061308445303295,23.668146947192042,369.6592980730118,1.2713030274227453,22,20,30,31
NE,0.8233463026077339,25.418713633334434,358.11473964249643,1.1272724925055408,3,9,13,7,0.17665369739226602,18.658039837956444,360.56688080640305,2.0061625981322866,3,7,20,8,0.5508505600648451,22.06650853864602,344.8332948936165,1.4860302063759745,13,21,23,9,0.4491494399351545,20.11362015074082,344.93151956247164,1.5621393831419126,13,4,11,22
NYJ,0.30069119906391206,14.921020181116765,318.43117819755093,2.49377302790759,25,29,25,29,0.6993088009360879,24.354087829735914,314.3630295527153,0.39735959844553836,25,22,5,32,0.4097421736253373,21.963904693544812,351.62794093557125,1.583245068766133,27,22,13,14,0.5902578263746622,23.716538247636482,343.18370582910205,1.1775550548117313,27,21,8,32
STL,0.4676354592508727,23.078529498273802,288.0406534264974,0.9044498317045155,20,16,32,1,0.532364540749127,26.397635101518237,398.29823241427925,2.195950163938239,20,24,27,5,0.35740478059921804,18.595164318142288,336.21617465084694,1.8577138123569916,31,32,27,28,0.6425952194007813,25.664629878227423,337.9507147912631,1.4035145204967805,31,31,6,26
GB,0.8114285894241595,27.15235110009239,439.4071304814463,1.5087457165479499,5,6,1,17,0.18857141057584045,19.004069264547574,344.1694116136484,1.1256929448478425,5,9,14,26,0.5945288467880916,23.851486222050898,348.558220643741,1.6292852245222242,5,10,19,20,0.40547115321190785,21.756872765854027,344.9259208679465,1.6514579257583688,5,11,10,16
IND,0.630101003377785,23.54499576517254,324.84515941009386,0.9472838180032706,11,14,23,2,0.36989899662221476,18.599356090669346,347.6641476324167,1.3932762747402827,11,6,16,21,0.5208475069004866,21.79774575457553,351.58370755809216,1.6121211210864435,18,25,14,18,0.4791524930995129,22.557393084191933,350.2387358726147,1.658456979254533,18,16,17,15
CLE,0.5294604635010701,21.789175352577235,325.9854937112935,1.0910634599413858,13,22,22,5,0.47053953649892966,21.96622525091022,322.56712183442585,1.2543331408439535,13,16,7,22,0.5395219507191684,23.734520973121302,353.6491492022816,1.6688526328479227,15,12,11,23,0.4604780492808309,22.191173205560883,360.9227901616183,1.8769792988351937,15,13,24,3
NYG,0.0648843802169109,16.631034276960957,326.76260004410767,3.0013676785560666,31,28,21,32,0.9351156197830889,29.9519587111942,374.1588076128094,1.0960384069503564,31,30,23,27,0.5033009927429432,24.10602054635058,368.9752880792045,1.3843794731844317,20,9,4,5,0.4966990072570563,24.1158511955095,355.13837520232636,1.7388063918421768,20,24,21,12
WAS,0.2405287459133507,19.15488119803807,370.3545304440304,1.7518256791990545,29,25,10,23,0.7594712540866493,23.769633995506638,329.60669034733263,1.4597609091061594,29,20,11,20,0.3698946397494572,24.78581728489298,359.511526973357,1.5825484759710258,30,4,8,13,0.6301053602505422,25.15306463756957,372.606437369884,1.3407151516675897,30,29,31,28
HOU,0.25744622652218396,14.394510355889617,387.12325807690837,2.5675756498366606,27,30,5,30,0.7425537734778158,29.81205536048597,281.9865857655794,0.8294932959013264,27,29,2,29,0.5853936971219553,23.78618445862534,323.88362680922506,1.2241221394730826,7,11,32,3,0.4146063028780441,22.67190287389235,343.7165677215181,1.908965339505776,7,17,9,1
BAL,0.5412497901217079,22.687557260454884,349.87016051344835,1.8635685735656187,12,19,16,25,0.45875020987829174,18.78203634047751,324.73909167377144,1.2506957830581218,12,8,8,24,0.6131209519726624,24.29382899822925,369.9171348217743,1.6188261473807426,3,6,3,19,0.38687904802733725,21.620943940828475,345.7718815724591,1.44513840091216,3,8,12,24
BUF,0.4082005859885003,27.89102223640011,385.09255180221425,1.6431917310378885,22,5,6,19,0.5917994140114996,28.48900603159977,399.93977024974174,1.4895519128422396,22,27,29,19,0.6365247761674627,21.066790467463164,338.5153243294363,1.6703428828459213,2,28,25,24,0.3634752238325367,17.541225248263594,301.8423087976237,1.3747381002634824,2,1,1,27
TEN,0.5065868043461699,23.008127529677093,312.27884038200307,1.0935135399141462,16,17,26,6,0.49341319565383013,21.273061501666753,347.7650486113133,2.19435254012433,16,15,17,6,0.6421478784200894,22.370984271014386,355.29817722304705,1.5742897094762514,1,20,10,11,0.35785212157991014,19.935128815516155,327.89941762827766,1.844607496183715,1,3,4,5
CIN,0.8006796079094689,20.109851877569614,355.49760353117244,1.7080338576526417,6,24,14,22,0.19932039209053104,16.17708561374292,289.0627809380229,1.5517461738238192,6,3,3,16,0.5175007121695342,24.14546282836015,368.6450525915894,1.6106016627025639,19,7,5,17,0.4824992878304653,22.935588003653763,354.7911768458949,1.5914610463608265,19,18,20,18
PIT,0.3703403970407724,17.650627115133357,349.0544550486613,1.6567344954643157,24,26,17,21,0.6296596029592274,21.0983663446315,324.92371449489053,0.6130409176466803,24,13,9,30,0.4987653050767742,22.55491632330288,332.38998906973075,1.9283470458952934,21,18,29,29,0.5012346949232253,24.72002319801468,345.94753411710036,1.7542748901688903,21,27,13,11
MIN,0.2504496511438149,25.272874027632103,365.6576980888253,1.8960956861825866,28,11,11,26,0.749550348856185,32.033251017306256,398.7189514285117,1.579193050676409,28,32,28,15,0.3995131333374096,20.63158576170966,346.23324506569463,1.813639168374856,28,29,21,26,0.6004868666625899,21.043310901233188,319.45162519772833,1.435141503117284,28,5,3,25
ARI,0.47805128598556756,21.854145211227763,343.9541167256667,2.6492506427685623,18,20,20,31,0.5219487140144323,20.670608941059818,350.93251751540123,2.3135989570282733,18,12,19,4,0.5309259650101682,23.49541635140426,351.09476645510387,1.578532218489371,16,13,15,12,0.4690740349898312,18.84557717960159,317.4506670234282,1.8608146944748767,16,2,2,4
OAK,0.3912578705687281,17.3821082005028,290.40859035695496,1.3769899733206048,23,27,31,14,0.6087421294312716,22.13429056828529,320.7200557686081,1.968942270206787,23,17,6,9,0.5884657545344169,22.777733474111585,350.2165362405395,1.3952263895344938,6,16,16,7,0.4115342454655826,21.338049969246647,359.40452344021617,1.698148157993048,6,6,23,13
JAC,0.10749846005196102,13.4938822139574,293.8914620764675,2.296629450491295,30,31,30,28,0.8925015399480388,29.393132829523687,370.48120587912695,1.714863395729719,30,28,22,14,0.5997137632501441,27.04013374287733,362.37935956283457,1.3103726518629646,4,1,7,4,0.4002862367498553,23.825332624632747,363.45601534116156,1.590913698444333,4,23,27,19
CHI,0.5116590488380409,24.273306557489754,355.38510223591067,1.1569224719734508,15,13,15,9,0.48834095116195897,26.371946367928295,361.04733366518906,2.0127862307132425,15,23,21,7,0.4148045740817706,21.824294440306392,349.1794482956951,2.0920688395329035,26,24,18,32,0.5851954259182286,25.068432555564577,365.5802053633968,1.6586508999488687,26,28,28,14
DET,0.6662552035743696,25.202012497275263,359.88916359820985,1.1626995311857964,9,12,12,10,0.33374479642563015,20.389196857326592,396.6151073011156,1.9131933614786059,9,11,26,10,0.5658611874520613,25.325188838216565,349.625074764308,1.3901496763840706,10,3,17,6,0.43413881254793835,22.98848174575533,353.46046363883255,1.7849170322220564,10,19,19,10
DEN,0.7535784053406553,36.9497926748935,427.091816297774,2.046839817051447,7,1,3,27,0.2464215946593446,28.04292946759692,400.947578481131,1.1481653444767872,7,26,30,25,0.25550453184507,19.788925637837647,338.5438570397288,1.9450269169195693,32,31,24,30,0.7444954681549294,27.59522963800549,380.77921724436493,1.3124149013777247,32,32,32,29
MIA,0.476057394624634,21.853155797353303,310.1386926612142,1.5168875664315258,19,21,27,18,0.523942605375366,23.29094389713989,385.3194892285102,1.5516651016375391,19,18,25,17,0.5765690499494011,24.41378924204965,358.6974867578511,1.5927427988009588,8,5,9,16,0.42343095005059855,21.706696871273543,346.8659849159566,1.561928591774374,8,10,14,23
KC,0.8420992620831342,21.671952881383184,295.11594309226655,0.9623331762924198,2,23,29,4,0.15790073791686565,13.871998314649224,335.83035469126946,2.7630417466561568,2,2,13,2,0.4554296722364071,21.549908785644764,330.7446502787718,1.5848796713948476,24,26,30,15,0.5445703277635923,24.3828494338163,357.7417972525978,1.8917431452875886,24,25,22,2
SD,0.6323843655431394,22.784368611534983,382.17720396283585,1.4857149000808507,10,18,7,16,0.3676156344568606,19.90589105749794,350.7926596087783,1.040265122587841,10,10,18,28,0.5399109059125213,22.660015593678427,328.94411763296125,1.197118420047714,14,17,31,1,0.460089094087478,21.6666424023974,348.1325686093637,1.6480477250927361,14,9,15,17
PHI,0.4498690235993098,25.86322290951639,428.0384955289956,1.1507278700823225,21,8,2,8,0.55013097640069,30.922731491628028,408.12305833028086,1.251074408025103,21,31,32,23,0.3825433029659213,20.184887396329373,333.45213910881466,1.8081277581968749,29,30,28,25,0.6174566970340782,23.823106036453698,348.40351493400937,1.576823378636266,29,22,16,21
ATL,0.26700482877309106,25.373535682128356,379.6467866205264,1.3067934336822615,26,10,8,11,0.7329951712269088,27.54290237616085,346.40441984094576,0.5101432028153193,26,25,15,31,0.5646370930896101,21.435184885571314,362.8193333607437,1.844073880255138,11,27,6,27,0.4353629069103895,22.37049721634994,351.3271851479915,1.2964475937285371,11,15,18,30
-----------------------------------------------------------------------------------------------------
HOME GAMES ONLY
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
SF,0.7277375997132285,24.81911232325286,344.35095904250323,0.8534213578483232,9,11,18,4,0.25783873470270646,20.485540096112587,368.4883175467322,2.175427565890331,8,13,21,7,0.41086931811625504,18.86373598134974,317.66990156970206,1.9936526118072369,19,31,31,31,0.591305063178783,25.208517560610627,352.63026950244284,1.6752023720146787,19,25,17,7
SEA,0.8672284427985649,29.065356768557926,388.8813296869115,1.139954141115672,4,6,7,10,0.11893914411031754,13.28476036949726,280.4996912226278,3.1820363165725727,4,2,2,1,0.39690901277681306,21.32337989444265,317.0159695318293,1.2584522510593967,24,19,32,3,0.6049074951332122,24.432102730958686,351.9071398409584,1.8620286214517354,24,20,16,2
TB,0.05590833239693804,15.293799886830605,313.4174246370657,1.8202141174959037,32,30,25,20,0.9303164039483373,23.78975402720623,350.29161118301664,1.851820172087796,32,19,16,13,0.48696772761843654,21.70738002645798,363.30770736235326,1.5137978175497964,12,16,3,13,0.5147916308551962,24.847778133471838,358.6630983083488,1.5618447819324675,12,22,24,14
NO,0.7871875771718286,32.28491703964226,405.0375558482474,1.0537293353665464,7,3,5,7,0.19866194158283748,19.371648247613667,374.1540475522399,2.6885516355188686,7,11,22,2,0.4723467135359461,20.796740102482143,326.0626577851456,1.528505496907967,15,22,26,15,0.5297878625282957,22.65001809341639,368.46520587248966,1.5444954520410976,15,11,30,16
CAR,0.4998694699398438,20.044886669779963,314.22488960333817,1.9009728610089884,16,23,24,23,0.48623693683462654,11.942791773250685,269.2888789362777,1.6648463076114277,16,1,1,17,0.40749731159023844,22.296301652700073,352.26608209947165,1.751054533274223,22,11,12,24,0.5947107116134162,25.70058746472186,372.43776247463234,1.3353696746186168,22,28,31,26
DAL,0.7282445679302187,34.881957571015924,354.4985282719297,1.2134709103129786,8,2,12,11,0.25817498242970427,24.50049850191465,405.23925916824805,2.1703638627230766,9,21,32,9,0.5656655958389499,24.794263736833717,366.887202035414,1.430161852022004,4,1,2,9,0.43550068906719214,22.331439361958743,358.8444300254813,1.6546584045654376,4,9,25,9
NE,0.9077137271393663,28.189899074828553,367.3049940048741,1.3406832226198324,2,8,11,13,0.07804597581383443,19.17076451554247,340.7140023311865,2.005192750263279,2,10,14,11,0.5043926736745316,20.108952077624522,347.5029082778303,1.6835660406390547,11,26,14,23,0.4975983390832408,22.126604479491842,351.4041104949575,1.152944320180042,11,7,15,31
NYJ,0.371747910843518,14.997892779297603,344.8738441749829,2.5670294677034833,26,31,16,30,0.6148049326258379,22.107220334740877,290.5716149416953,0.21702730106550283,26,15,5,32,0.39545451276070287,21.24089696625806,352.78514263224423,1.9560822611726367,25,20,11,30,0.6063070737480666,23.355642164438294,341.25209901898614,1.2506606371662363,25,16,6,30
